1188,Retour a Bollene,Fiction,2018,HAMICH Said,BARNEY PRODUCTION
1189,The county,Fiction,2018,HAKONARSON Grimur,HAUT ET COURT
1190,D'apres une histoire vraie,Fiction,2017,POLANSKI Roman,WY PRODUCTIONS
1191,L'Empereur de Paris,Fiction,2017,RICHET Jean-Francois,MANDARIN PRODUCTION ET GAUMONT
1192,Aurore,Fiction,2016,LENOIR Blandine,KARE PRODUCTIONS
1193,Foret des Quinconces (La),Fiction,2016,LEPRINCE-RINGUET Gregoire,ALFAMA FILMS PRODUCTION
1194,Grand froid,Fiction,2016,PAUTONNIER Gerard,ELZEVIR FILMS
1195,Heretique (L'),Fiction,2016,NION Didier,LES PRODUCTIONS BALTHAZAR
1196,Mariage (blanc) pour tous,Fiction,2016,BOUDALI Tarek,AXEL FILMS PRODUCTION
1197,Bonnes manieres (Les),Fiction,2016,ROJAS Juliana / DUTRA Marco,GOOD FORTUNE FILMS
1198,Message from the King,Fiction,2016,DU WELZ Fabrice,THE JOKERS FILMS
1199,Mon ange,Fiction,2016,CLEVEN Harry,APRES LE DELUGE
1200,Virus,Fiction,2016,FRANTZIS Angelos,MEZZANINE FILMS
1201,AGATHE CLeRY,Fiction,2007,CHATILIEZ Etienne,LES PRODUCTIONS DU CHAMP POIRIER / PATHE PRODUCTION / PRODUIRE A PARIS / TELEMA (EX SMEPA) / TF1 DROITS AUDIOVISUELS / TF1 FILMS PRODUCTION
1202,CHINE EST ENCORE LOIN (LA),Documentaire,2007,BENSMAIL Malek,3B / UNLIMITED
1203,CITRONNIERS (LES),Fiction,2007,RIKLIS Eran,ARTE FRANCE CINEMA / MACT PRODUCTIONS
1204,COWBOY ANGELS,Fiction,2007,MASSEE Kim,ARTWORX FILMS
1205,FEMMES DU MONT ARARAT (LES),Documentaire,2007,BRIAND Erwann,FLIGHT MOVIE
1206,JOHNNY MAD DOG,Fiction,2007,SAUVAIRE Jean-Stephane,EXPLICIT FILMS / MNP ENTREPRISE
1207,KATO KATO,Fiction,2007,OUEDRAOGO Idrissa,CK PRODUCTIONS / LES FILMS DE LA PLAINE
1208,OU EST LA MAIN DE L'HOMME SANS TETE,Fiction,2007,MALANDRIN Guillaume,LIAISON CINEMATOGRAPHIQUE
1209,PASSE PASSE,Fiction,2007,MARSHALL Tonie,CENTRE EUROPEEN CINEMATOGRAPHIQUE RHONE ALPES / FRANCE 3 CINEMA / TABO TABO FILMS
1210,RIO LIGNE 174,Fiction,2007,BARRETO Bruno,MACT PRODUCTIONS / OCEAN FILMS DISTRIBUTION
1211,UNE NOUVELLE ERE GLACIAIRE,Fiction,2007,TILLON Darielle,BLUE MONDAY PRODUCTIONS / JBA PRODUCTION
1212,ALYAH,Fiction,2011,WAJEMAN Elie,24 MAI PRODUCTION / CENTRE EUROPEEN CINEMATOGRAPHIQUE RHONE ALPES / FRANCE 2 CINEMA / LFP
1213,ANOTHER SILENCE,Fiction,2011,AMIGORENA Santiago,GLORIA FILMS PRODUCTION / LES FILMS DU RAT
1214,BEAUTY,Fiction,2011,HERMANUS Olivier,EQUATION
1215,JAPPELOUP,Fiction,2011,DUGUAY Christian,ACAJOU FILMS / CANEO FILMS / ORANGE STUDIO / PATHE PRODUCTION / TF1 FILMS PRODUCTION
1216,JEAN DE LA LUNE,Animation,2011,SCHESCH Stephan,LE PACTE
1217,LENDEMAINS (LES),Fiction,2011,PAGNOT Benedicte,MILLE ET UNE FILMS
1218,NUIT NOMADE (LA),Documentaire,2011,CHAUD Marianne,ARTE FRANCE CINEMA / ZED ZOOETHNOLOGICAL DOCUMENTARIES
1219,OR NOIR,Fiction,2011,ANNAUD Jean-Jacques,CARTHAGO FILMS / FRANCE 2 CINEMA / QUINTA COMMUNICATIONS SA
1220,TURF,Fiction,2011,ONTENIENTE Fabien,CHEZ WAM / MC4 / PATHE DISTRIBUTION / PATHE PRODUCTION / TF1 FILMS PRODUCTION
1221,CARTOUCHES GAULOISES,Fiction,2006,CHAREF Medhi,KG PRODUCTIONS / PATHE DISTRIBUTION
1222,DANS PARIS,Fiction,2006,HONORE Christophe,GEMINI FILMS
1223,DEUXIeME SOUFFLE (LE),Fiction,2006,CORNEAU Alain,ARP / TF1 FILMS PRODUCTION
1224,ENSEMBLE; C'EST TOUT,Fiction,2006,BERRI Claude,LA PETITE REINE / PATHE PRODUCTION / TF1 FILMS PRODUCTION
1225,JE DeTESTE LES ENFANTS DES AUTRES,Fiction,2006,FASSIO Anne,DELANTE FILMS / SOCIETE NOUVELLE DE DISTRIBUTION
1226,NOS RETROUVAILLES,Fiction,2006,OELHOFFEN David,CENTRE EUROPEEN CINEMATOGRAPHIQUE RHONE ALPES / KALEO FILMS
1227,PARS VITE ET REVIENS TARD,Fiction,2006,WARGNIER Regis,GAUMONT / KL PRODUCTION / LGM CINEMA / LGM CINEMA
1228,SeQUENCES MONGOLES,Documentaire,2006,SIMON Xavier,ARTCAM INTERNATIONAL
1229,TeTE DE MAMAN (LA),Fiction,2006,TARDIEU Carine,CENTRE EUROPEEN CINEMATOGRAPHIQUE RHONE ALPES / FRANCE 2 CINEMA / M6 FILMS / NORD OUEST FILMS / NORD OUEST PRODUCTION / UGC IMAGES
1230,VeRITe OU PRESQUE (LA),Fiction,2006,KARMANN Sam,CENTRE EUROPEEN CINEMATOGRAPHIQUE RHONE ALPES / FRANCE 2 CINEMA / LES FILMS A4
1231,BRICE DE NICE,Fiction,2004,HUTH James,M6 FILMS / MANDARIN / MANDARIN FILMS / SOCIETE NOUVELLE DE CINEMATOGRAPHIE
1232,CONDOR : LES AXES DU MAL,Documentaire,2004,VAZQUEZ Rodrigo,ARTICLE Z
1233,ILS NE MOURAIENT PAS MAIS TOUS ETAIENT FRAPPES,Documentaire,2004,BRUNEAU Sophie / ROUDIL Marc-Antoine,ADR PRODUCTIONS
1234,MISS MONTIGNY,Fiction,2004,VAN HOOGENBEMT Miel,KALEO FILMS
1235,PALAIS ROYAL!,Fiction,2004,LEMERCIER Valerie,DE L'HUILE / GAUMONT PRODUCTION / RECTANGLE PRODUCTIONS / TF1 FILMS PRODUCTION
1236,PLUS BEAU JOUR DE MA VIE (LE),Fiction,2004,LIPINSKI Julie,LES FILMS MANUEL MUNZ / VERTIGO PRODUCTIONS
1237,SAUF LE RESPECT QUE JE VOUS DOIS,Fiction,2004,GODET Fabienne,LE BUREAU FILMS / STUDIOCANAL
1238,UNE AVENTURE,Fiction,2004,GIANNOLI Xavier,ARTE FRANCE CINEMA / RECTANGLE PRODUCTIONS / ROISSY FILMS / STUDIOCANAL
1239,20 CENTIMETRES,Fiction,2005,SALAZAR Ramon,DIVINE PRODUCTIONS
1240,DIAS DE CAMPO - JOURNEES A LA CAMPAGNE,Fiction,2005,RUIZ Raoul,MARGO FILMS
1241,ECOUTE LE TEMPS,Fiction,2005,ALFANDARI Alante,LES FILMS D'ANTOINE
1242,HELL,Fiction,2005,CHICHE Bruno,D8 FILMS / SOCIETE NOUVELLE DE DISTRIBUTION / WY PRODUCTIONS
1243,HOUSE OF NINE,Fiction,2005,MONROE Steven,ART'MELL
1244,INCONTRoLABLE,Fiction,2005,SHART Raffy,PATHE PRODUCTION / SAJ / TF1 FILMS PRODUCTION
1245,JE VAIS BIEN; NE T'EN FAIS PAS,Fiction,2005,LIORET Philippe,FIN AOUT PRODUCTIONS / FRANCE 3 CINEMA / NORD OUEST FILMS / NORD OUEST PRODUCTION / STUDIOCANAL
1246,SUZANNE,Fiction,2005,CANDAS Viviane,GEMINI FILMS
1247,C'est le metier qui rentre,Fiction,2015,KURYS Diane,ALEXANDRE FILMS
1248,Dans la foret,Fiction,2015,MARCHAND Gilles,LES FILMS DE FRANCOISE
1249,Family film,Fiction,2015,OMERZU Olmo,ROUGE INTERNATIONAL
1250,Garcon (Le),Fiction,2015,LIORET Philippe,FIN AOUT PRODUCTIONS / FRANCE 3 CINEMA
1251,Hibou,Fiction,2015,BEDIA Ramzy,GAUMONT / GAUMONT PRODUCTION / LES FILMS DU CAP
1252,I; daniel blake,Fiction,2015,LOACH Ken,FRANCE 2 CINEMA / WHY NOT PRODUCTIONS
1253,La voz en off,Fiction,2015,JIMENEZ Cristian,ROUGE INTERNATIONAL
1254,Loi de la jungle (La),Fiction,2015,PERETJATKO Antonin,FRANCE 3 CINEMA / IMAV EDITIONS / RECTANGLE PRODUCTIONS
1255,Polina,Fiction,2015,MULLER Valerie / PRELJOCAJ Angelin,EVERYBODY ON DECK / FRANCE 2 CINEMA
1256,Sahara,Anim,2015,CORE Pierre,LA STATION ANIMATION / MANDARIN CINEMA / STUDIOCANAL
1257,Une histoire americaine,Fiction,2015,HOSTIOU Armel,BOCALUPO FILMS
1258,Vienne avant la nuit,Docu,2015,BOBER Robert,LES FILMS DU POISSON
1259,Viva la sposa,Fiction,2015,CELESTINI Ascanio,AETERNAM FILMS
1260,ABUS DE FAIBLESSE,Fiction,2012,BREILLAT Catherine,ARTE FRANCE CINEMA / CB FILMS / FLACH FILM / FLACH FILM PRODUCTION
1261,AMOUR & TURBULENCES,Fiction,2012,CASTAGNETTI Alexandre,MANCHESTER FILMS / REVERENCE / THELMA FILMS
1262,CHEBA,Fiction,2012,CHARPIAT Francoise,D8 FILMS / LEGATO FILMS / WILD BUNCH
1263,DIAZ,Fiction,2012,VICARI Daniele,LE PACTE
1264,DJECA; ENFANTS DE SARAJEVO,Fiction,2012,BEGIC Aida,LES FILMS DE L'APRES MIDI
1265,JE M'APPELLE HMMM?,Fiction,2012,TROUBLE Agnes,LOVE STREAMS AGNES B. PRODUCTIONS
1266,OPERACION E,Fiction,2012,COURTOIS Miguel,AJOZ FILMS
1267,PARIS A TOUT PRIX,Fiction,2012,KHERICI Reem,GAUMONT / MANDARIN CINEMA
1268,PETITS PRINCES (LES),Fiction,2012,LEBASQUE Vianney,EUROPACORP / M.E.S PRODUCTIONS SARL / RHAMSA PRODUCTIONS
1269,PROFS (LES),Fiction,2012,MARTIN LAVAL Pierre-Francois,LES FILMS DU 24 / TF1 DROITS AUDIOVISUELS / TF1 FILMS PRODUCTION
1270,VIOLETTE,Fiction,2012,PROVOST Martin,FRANCE 3 CINEMA / TS PRODUCTIONS
1271,ZULU,Fiction,2012,SALLE Jerome,ESKWAD / M6 FILMS / PATHE PRODUCTION
1272,Belle et la Bete (La),Fiction,2013,GANS Christophe,ESKWAD / PATHE PRODUCTION / TF1 FILMS PRODUCTION
1273,Goal of the Dead seconde mi-temps,Fiction,2013,POIRAUD Thierry,CAPTURE THE FLAG FILMS
1274,Je me tue a le dire,Fiction,2013,SERON Xavier,TOBINA FILM
1275,Metamorphoses,Fiction,2013,HONORE Christophe,FRANCE 3 CINEMA / LE PACTE / LFP
1276,Mon ame par toi guerie,Fiction,2013,DUPEYRON Francois,ALFAMA FILMS PRODUCTION / KINOLOGY
1277,Nymphomaniac volume 1,Fiction,2013,VON TRIER Lars,SLOT MACHINE / ZENTROPA INTERNATIONAL FRANCE
1278,Rancon de la gloire (La),Fiction,2013,BEAUVOIS Xavier,ARCHES FILMS / FRANCE 3 CINEMA / WHY NOT PRODUCTIONS
1279,Yves Saint Laurent,Fiction,2013,LESPERT Jalil,CINEFRANCE 1888 / SOCIETE NOUVELLE DE DISTRIBUTION / WY PRODUCTIONS
1280,ART DE SEDUIRE (L'),Fiction,2010,MAZARGUIL Guy,OFFSHORE
1281,CHANCE DE MA VIE (LA),Fiction,2010,CUCHE Nicolas,FIDELITE FILMS / JERICO / TF1 FILMS PRODUCTION
1282,JOURNAL DE FRANCE,Documentaire,2010,DEPARDON Raymond / NOUGARET Claudine,FRANCE 2 CINEMA / PALMERAIE ET DESERT
1283,LEA,Fiction,2010,ROLLAND Bruno,PARAISO PRODUCTION DIFFUSION
1284,NO ET MOI,Fiction,2010,BREITMAN Zabou,EPITHETE FILMS / FRANCE 3 CINEMA
1285,NUIT BLANCHE,Fiction,2010,JARDIN Frederic,CHIC FILMS SAS
1286,OISEAU (L'),Fiction,2010,CAUMON Yves,ARTE FRANCE CINEMA / BLUE MONDAY PRODUCTIONS
1287,VEINE DE VIGNERON,Fiction,2010,CARO Niki,ACAJOU FILMS / KORTEX
1288,Adama,Anim,2014,ROUBY Simon,FRANCE 3 CINEMA / NAIA / PIPANGAI PRODUCTION
1289,J'avancerai vers toi avec les yeux d'un sourd,Docu,2014,CARTON Laetitia,KALEO FILMS
1290,J'demande pas la lune; juste quelques etoiles,Fiction,2014,COUDRAY Robert,PROVIDENCE FILMS
1291,Peur de rien,Fiction,2014,ARBID Danielle,LFP
1292,Pome dla life,Fiction,2014,ENRICO Jerome,FRANCE 2 CINEMA / GAUMONT / LEGENDE FILMS
1293,Repas de famille,Fiction,2014,SALFATI Pierre-Henri,IN PRODUCTION
1294,A CIEL OUVERT,Documentaire,2009,COMPAN Ines,MOSAIQUE FILMS
1295,COPACABANA,Fiction,2009,FITOUSSI Marc,ARTE FRANCE CINEMA / AVENUE B PRODUCTIONS / MARS FILMS
1296,JE SUIS VENU VOUS DIRE?,Documentaire,2009,SALFATI Pierre-Henri,ARTE FRANCE CINEMA / ZETA PRODUCTIONS
1297,NOSTALGIE DE LA LUMIERE,Documentaire,2009,GUZMAN Patricio,ATACAMA PRODUCTIONS
1298,PETITS RUISSEAUX (LES),Fiction,2009,RABATE Pascal,F COMME FILM / LOIN DERRIERE L'OURAL
1299,AVENTURES D'UN JEUNE PIRATE (LES),Animation,2003,LAGUIONIE Jean-Francois,DARGAUD MEDIA / LA FABRIQUE / NORD OUEST FILMS
1300,BANDIT (LE),Fiction,2003,BORHANE Alaouie,JACQUES LE GLOU AUDIOVISUEL (TIERS FERME)
1301,BeLEMENT DE L'AGNEAU (LE),Fiction,2003,XHUVANI Gjergj,LES FILMS DE CINEMA (TIERS FERME)
1302,DERNIER SIGNE (LE),Fiction,2003,LAW Douglas,CARRERE GROUP / FRANCE 2 CINEMA
1303,FURET (LE),Fiction,2003,MOCKY Jean-Pierre,PROFIDEV
1304,35 RHUMS,Fiction,2008,DENIS Claire,ARTE FRANCE CINEMA / SOUDAINE COMPAGNIE
1305,9 MM,Fiction,2008,BARMAN Taylan,DOLCE VITA FILMS
1306,LAGERFELD CONFIDENTIEL,Documentaire,2008,MARCONI Rodolphe,REALITISM FILMS SARL
1307,MOVEON.ORG,Documentaire,2008,STEVENSON Scott / JORDANOV Alex,YALLA FILMS
1308,Au temps du cannibalisme,Docu,2018,EDKINS Teboho,KINOELEKTRON
1309,Bacurau,Fiction,2018,FILHO Kleber Mendonca / DORNELLES Juliano,SBS FILMS
1310,C'est quoi cette famille ?! (2),Fiction,2018,JULIEN-LAFERRIERE Gabriel,BONNE PIOCHE CINeMA
1311,Just kids,Fiction,2018,BLANC Christophe,BLUE MONDAY PRODUCTIONS
1312,Mise a nue,Fiction,2018,SELIGNAC Arnaud,AUTHENTIC MEDIA
1313,Out,Docu,2018,PARROT Denis,DRYADES FILMS ET UPSIDE FILMS
1314,Papy sitter,Fiction,2018,GUILLARD Philippe,SAME PLAYER ET GAUMONT
1315,Proxima,Fiction,2018,WINOCOUR Alice,DHARAMSALA ET DARIUS FILMS
1316,Sauvages,Fiction,2018,BERRY Dennis,ALFAMA FILMS PRODUCTION
1317,Un monde plus grand,Fiction,2018,BERTHAUD Fabienne,HAUT ET COURT
1318,Un tramway a Jerusalem,Fiction,2018,GITAI Amos,CDP ET AGAV FILMS
1319,Amin,Fiction,2017,FAUCON Philippe,ISTIQLAL FILMS
1320,Bonheur academie,Fiction,2017,DELLA NEGRA Alain / KINOSHITA Kaori,ECCE FILMS
1321,Eva,Fiction,2017,JACQUOT Benoit,MACASSAR PRODUCTIONS
1322,Lady Winsley,Fiction,2017,SALEEM Hiner,AGAT FILMS & CIE
1323,Latifa le coeur au combat,Docu,2017,PEYON Olivier / BRODY Cyril,HAUT ET COURT
1324,Petites soeurs,Fiction,2017,AZZEDDINE Saphia / JEANNE Francois-Regis,SOCIeTe NOUVELLE DE DISTRIBUTION ET CAPTURE THE FLAG FILMS
1325,Raoul Taburin,Fiction,2017,GODEAU Pierre,PAN-EUROPeENNE
1326,Souffle bleu,Docu,2017,AREIAS Rodrigo,GLADYS GLOVER FILMS
1327,Sujet libre,Fiction,2017,THEODORAKIS Stella,ARIZONA PRODUCTIONS
1328,The mercy of the jungle,Fiction,2017,KAREKEZI Joel,TACT PRODUCTION
1329,Trois jours a Quiberon,Fiction,2017,ATEF Emily,SOPHIE DULAC PRODUCTIONS
1330,Entre les frontieres,Docu,2016,MOGRABI Avi,LES FILMS D'ICI
1331,Especes menacees,Fiction,2016,BOURDOS Gilles,LES FILMS DU LENDEMAIN
1332,Et derriere moi une cage vide,Fiction,2016,ARDANT Fanny,ALFAMA FILMS PRODUCTION
1333,Menina,Fiction,2016,PINHEIRO Cristina,MEZZANINE FILMS
1334,Profession cineaste,Docu,2016,BRAL Jacques,THUNDER FILMS INTERNATIONAL
1335,Sofas,Fiction,2016,VILLOVITCH Helena,ECCE FILMS
1336,Fatima; les sentiers de l'ame,Fiction,2016,CANIJO Joao,LES FILMS DE L'APRES MIDI
1337,Hier,Fiction,2016,KENYERES Balint,LES FILMS DE L'APRES MIDI
1338,Montagne (La),Fiction,2016,NADERI Amir,CINE SUD PROMOTION
1339,Nils,Fiction,2016,NEHARI Ram,TABO-TABO FILMS
1340,AMAZON FOREVER,Fiction,2003,DUTILLEUX Jean-Pierre,GENTLEMAN FILMS
1341,ANATOMIE DE L'ENFER,Fiction,2003,BREILLAT Catherine,CB FILMS / FLACH FILM
1342,BIGUINE,Fiction,2003,DESLAURIERS Guy,KREOL PRODUCTIONS
1343,DANS LE ROUGE DU COUCHANT,Fiction,2003,COZARINSKY Edgardo,LES FILMS D'ICI
1344,EL CANTOR,Fiction,2003,MORDER Joseph,LA VIE EST BELLE FILMS ASSOCIES
1345,ETe DANS LA VALLeE D'OR (L'),Fiction,2003,VULETIC Srdjan,STUDIOCANAL / STUDIOCANAL CATALOGUE 1 (TIERS FERME)
1346,FAIS-MOI REVER,Fiction,2003,KATU Jacky,JACQUES LE GLOU AUDIOVISUEL
1347,MENSONGES ET TRAHISONS ET PLUS SI AFFINITES?,Fiction,2003,TIRARD Laurent,CIBY 2000 / EUROPACORP / LES FILMS DU LEVANT (TIERS FERME) / TF1 FILMS PRODUCTION TELEVISION FRANCAISE 1 FILMS PRODUCTION
1348,MONDE VIVANT (LE),Fiction,2003,GREEN Eugene,MACT PRODUCTIONS
1349,TRIPLE AGENT,Fiction,2003,ROHMER Eric,COMPAGNIE ERIC ROHMER / FRANCE 2 CINEMA / REZO PRODUCTIONS
1350,TROIS COUPLES EN QUETE D'ORAGES,Fiction,2003,OTMEZGUINE Jacques,CARRERE GROUP / FRANCE 2 CINEMA / MAZEL PRODUCTIONS
1351,VA ET VIENT,Fiction,2003,MONTEIRO Joao Cesar,ARTE FRANCE CINEMA / GEMINI FILMS (TIERS FERME)
1352,AMI DE LA FAMILLE (L'),Fiction,2005,SORRENTINO Paolo,BABE FILMS / STUDIOCANAL
1353,AVRIL,Fiction,2005,HUSTACHE-MATHIEU Gerald,DHARAMSALA / HAUT ET COURT DISTRIBUTION
1354,BeNeVOLE (LE),Fiction,2005,MOCKY Jean-Pierre,MOCKY DELICIOUS PRODUCTS
1355,CALL ME AGOSTINO,Fiction,2005,LAURENT Christine,GEMINI FILMS
1356,ESCALADE,Fiction,2005,SILVERA Charlotte,FRANCE 2 CINEMA / LIBERTE FILMS / SARL KEY LIGHT
1357,FREE ZONE,Fiction,2005,GITAI Amos,AGAT FILMS ET CIE / AGAV FILMS SARL / ARTE FRANCE CINEMA
1358,ON DIRAIT QUE?,Documentaire,2005,MARIE Francoise,LES FILMS DE LA BOISSIERE / MARIE GALANTE PRODUCTIONS / MESSINA FILMS
1359,SEMPRE VIVU ! QUI A DIT QUE NOUS eTIONS MORTS ?,Fiction,2005,RENUCCI Robin,AGORA FILMS / FRANCE 3 CINEMA
1360,TAXIDERMIE,Fiction,2005,PALFI Gyorgy,ARTE FRANCE CINEMA / LA CINEFACTURE / MEMENTO FILMS PRODUCTION
1361,UN AMI PARFAIT,Fiction,2005,GIROD Francis,ARTE FRANCE CINEMA / CENTRE EUROPEEN CINEMATOGRAPHIQUE RHONE ALPES / FRANCE 2 CINEMA / OGNON PICTURES / STUDIOCANAL / STUDIOCANAL IMAGE
1362,VERS LE SUD,Fiction,2005,CANTET Laurent,FRANCE 3 CINEMA / LES FILMS DU CHERCHE MIDI / STUDIOCANAL
1363,BATAILLE DE SOLFERINO (LA),Fiction,2012,TRIET Justine,ECCE FILMS
1364,CASSES,Documentaire,2012,TREBAL Nadege,MAIA CINEMA
1365,JE SUIS SUPPORTER DU STANDARD,Fiction,2012,LIEBMAN Henri,1.85 FILMS / CHIC FILMS SAS
1366,JOSEPHINE,Fiction,2012,OBADIA Agnes,FRANCE 2 CINEMA / LES FILMS DU 24 / TF1 DROITS AUDIOVISUELS
1367,KIDON,Fiction,2012,NACCACHE Emmanuel,LES FILMS MANUEL MUNZ
1368,MARIAGE A L'ANGLAISE,Fiction,2012,MAZER Dan,PARADIS FILMS / STUDIOCANAL / TF1 FILMS PRODUCTION
1369,NOTRE MONDE,Documentaire,2012,LACOSTE Thomas,AGAT FILMS ET CIE / SISTER PRODUCTIONS
1370,POST TENEBRAS LUX,Fiction,2012,REYGADAS Carlos,LE PACTE
1371,RZ 2,Fiction,2012,ZLOTOWSKI Rebecca,CENTRE EUROPEEN CINEMATOGRAPHIQUE RHONE ALPES / FRANCE 3 CINEMA / LES FILMS VELVET
1372,SUPER TRASH,Fiction,2012,LOUGE ESPOSITO Martin,MOTHER AND SON
1373,UNE PROMESSE,Fiction,2012,LECONTE Patrice,FIDELITE FILMS
1374,VOYAGE SANS RETOUR,Fiction,2012,GERARD Francois,OREO
1375,WEEKEND (LE),Fiction,2012,GRANIER-DEFERRE Christopher,APPALOOSA FILMS / POISSON ROUGE PICTURES FRANCE
1376,WINDOWS,Fiction,2012,VIGALONDO Nacho,WILD BUNCH
1377,APRES L'OCEAN,Fiction,2004,DE LATOUR Eliane,ARTE FRANCE CINEMA / LES FILMS DE CINEMA
1378,AU LARGE,Fiction,2004,MARZAL Francois-Christophe,GEMINI FILMS
1379,CALVAIRE,Fiction,2004,DU WELZ Fabrice,STUDIOCANAL / THE FILM
1380,CARTON (LE),Fiction,2004,NEMES Charles,FRANCE 2 CINEMA / SOURCE FILMS
1381,DE PARTICULIER A PARTICULIER,Fiction,2004,CAUVIN Brice,MILLE ET UNE PRODUCTIONS / MOVIMENTO PRODUCTION
1382,DEMON DE MIDI (LE),Fiction,2004,OSTERRIETH Marie-Pascale,LA PETITE REINE / PATHE PRODUCTION / TF1 FILMS PRODUCTION
1383,FOON,Fiction,2004,PIETRE Benoit,ICE 3 / LA PETITE REINE / LA PETITE REINE
1384,ITINeRAIRES,Fiction,2004,OTZENBERGER Christophe,EX NIHILO
1385,LILI ET LE BAOBAB,Fiction,2004,RICHARD Chantal,AGAT FILMS ET CIE
1386,MOUSTACHE (LA),Fiction,2004,CARRERE Emmanuel,FRANCE 3 CINEMA / LES FILMS DES TOURNELLES / PATHE PRODUCTION
1387,ON THE RUMBA RIVER,Documentaire,2004,SARASIN Jacques,LES PRODUCTIONS FAIRE BLEU
1388,PEDALE DURE,Fiction,2004,AGHION Gabriel,GALFIN / MIDO PRODUCTIONS / SANS CONTREFACON PRODUCTION / TF IMAGES 2 / TF1 FILMS PRODUCTION
1389,POUPEES RUSSES (LES),Fiction,2004,KLAPISCH Cedric,CE QUI ME MEUT - MOTION PICTURES / FRANCE 2 CINEMA / STUDIOCANAL
1390,SIDNEY POITIER : UN ReVE AMeRICAIN,Documentaire,2004,CATHERINE Arnaud,PORTRAIT ET COMPAGNIE / SOMBRERO PRODUCTIONS
1391,Annee prochaine (L'),Fiction,2013,LETURCQ Vania,OFFSHORE
1392,Dancing Arabs,Fiction,2013,RIKLIS Eran,MACT PRODUCTIONS
1393,De guerre lasse,Fiction,2013,PANCHOT Olivier,ELZEVIR FILMS / SOCIETE NOUVELLE DE DISTRIBUTION
1394,Dernier Coup de marteau (Le),Fiction,2013,DELAPORTE Alix,FRANCE 2 CINEMA / LIONCEAU FILMS
1395,Du sable a la poussiere,Docu,2013,PARIS Arnaud,SYSMIC FILMS
1396,Fievres,Fiction,2013,AYOUCH Hicham,INVEST IMAGE N?1 / LA VINGT-CINQUIEME HEURE
1397,Graziella,Fiction,2013,CHAREF Medhi,KG PRODUCTIONS
1398,Iranien,Docu,2013,TAMADON Mehran,L'ATELIER DOCUMENTAIRE
1399,Mercuriales,Fiction,2013,VERNIER Virgil,ARTE FRANCE CINEMA / KAZAK PRODUCTIONS
1400,Orient-extreme,Fiction,2013,DESCHAMPS Jacques,LES PRODUCTIONS BALTHAZAR
1401,Salaud on t'aime,Fiction,2013,LELOUCH Claude,CENTRE EUROPEEN CINEMATOGRAPHIQUE RHONE ALPES / LES FILMS 13
1402,Un amour,Docu,2013,COPANS Richard,LES FILMS D'ICI
1403,Vacances du petit Nicolas (Les),Fiction,2013,TIRARD Laurent,FIDELITE FILMS / IMAV EDITIONS / M6 FILMS
1404,Voie de l'ennemi (La),Fiction,2013,BOUCHAREB Rachid,FRANCE 2 CINEMA / PATHE PRODUCTION / TESSALIT PRODUCTIONS
1405,CHAMBRE DES MORTS (LA),Fiction,2007,LOT Alfred,CIBY 2000 / PRODUIRE A PARIS / TELEGRAPHE
1406,DES POUPeES ET DES ANGES,Fiction,2007,HAMDI Nora,FLACH FILM / FRANCE 2 CINEMA
1407,EDEN LOG,Fiction,2007,VESTIEL Franck,BAC FILMS / IMPERIA FILMS / LES TROIS 8
1408,HAUTS MURS (LES),Fiction,2007,FAURE Christian,EUROPACORP / FRANCE 3 CINEMA / SEPTEMBRE PRODUCTIONS
1409,HELLO GOODBYE,Fiction,2007,GUIT Graham,BABE FILMS / SOCIETE NOUVELLE DE DISTRIBUTION
1410,INDIGENE D'EURASIE,Fiction,2007,BARTAS Sharunas,LAZENNEC ET ASSOCIES
1411,LIENS DU SANG (LES),Fiction,2007,MAILLOT Jacques,FILM PAR FILM / FRANCE 3 CINEMA / LGM CINEMA / STUDIOCANAL
1412,POUR ELLE,Fiction,2007,CAVAYE Fred,FIDELITE FILMS / TF1 FILMS PRODUCTION
1413,POUR UN INSTANT LA LIBERTE,Fiction,2007,TAJMIR-RIAHI Arash,ARTE FRANCE CINEMA / LES FILMS DU LOSANGE
1414,RACHEL,Documentaire,2007,BITTON Simone,ARTE FRANCE CINEMA / CINE SUD PROMOTION
1415,SUR TA JOUE ENNEMIE,Fiction,2007,DE LESTRADE Jean-Xavier,CENTRE EUROPEEN CINEMATOGRAPHIQUE RHONE ALPES / CINE-@ / FRANCE 2 CINEMA / MAHA PRODUCTIONS
1416,TREMBLEMENTS LOINTAINS (LES),Fiction,2007,POUTTE Manuel,FORMOSA PRODUCTIONS
1417,AUGUSTINE,Fiction,2011,WINOCOUR Alice,ARP / DHARAMSALA / FRANCE 3 CINEMA
1418,CASSOS,Fiction,2011,CARRESE Philippe,COMIC STRIP PRODUCTION
1419,GRANDPUITS & PETITES VICTOIRES,Documentaire,2011,AZAM Olivier,LES MUTINS DE PANGEE
1420,INDICES,Documentaire,2011,GLENN Vincent,CORTO PACIFIC / DIRECTION HUMAINE DES RESSOURCES - OEUVRIERS ASSOCIES
1421,MADAME SOLARIO,Fiction,2011,FERET Rene,FILMS ALYNE / NORD OUEST FILMS
1422,MANIAC,Fiction,2011,KHALFOUN Franck,LA PETITE REINE / ORANGE STUDIO
1423,NOS PLUS BELLES VACANCES,Fiction,2011,LELLOUCHE Philippe,CHAOCORP / CLAP TRAP / M6 FILMS / PATHE PRODUCTION
