1945,E-book,Fiction,2018,ASSAYAS Olivier,CHARLES GILLIBERT CG CINeMA
1946,Il rumore del sol,Fiction,2018,LOCATELLI Mirko,AGAT FILMS & CIE
1947,Jeanne,Fiction,2018,DUMONT Bruno,3B PRODUCTIONS
1948,Memoire du sang (La),Fiction,2018,PETITJEAN Frederic,EIGHT 35
1949,Mon bebe,Fiction,2018,AZUELOS Lisa,LOVE IN IN THE AIR ET PATHe FILMS
1950,Oh les filles !,Docu,2018,ARMANET Francois,INCOGNITA FILMS
1951,Pape Francois; un homme de parole (Le),Docu,2018,WENDERS Wim,DECIA FILMS
1952,Papicha,Fiction,2018,MEDDOUR Mounia,HIGH SEA PRODUCTION
1953,Red snake,Fiction,2018,FOUREST Caroline,PLACE DU MARCHe PRODUCTIONS ET KADOR
1954,Toute ressemblance,Fiction,2018,DENISOT Michel,LES FILMS DU 24
1955,Confins du monde (Les),Fiction,2017,NICLOUX Guillaume,LES FILMS DU WORSO ET LES ARMATEURS
1956,Gabriel et la montagne,Fiction,2017,BARBOSA Fellipe,DAMNED FILMS - PRODUCTIONS ET DISTRIBUTION
1957,I feel good,Fiction,2017,KERVERN Gustave / DELEPINE Benoit,NO MONEY PRODUCTIONS ET JD PROD
1958,Mon garcon,Fiction,2017,CARION Christian,NORD-OUEST FILMS
1959,Remise de peine,Fiction,2017,SALVADORI Pierre,LFP - LES FILMS PELLeAS
1960,Synonymes,Fiction,2017,LAPID Nadav,SBS FILMS
1961,Exotica; Erotica; Etc.,Docu,2016,KRANIOTI Evangelia,AURORA FILMS
1962,Peshmerga,Docu,2016,LEVY Bernard-Henri,MARGO CINEMA
1963,Sparring,Fiction,2016,JOUY Samuel,UNITE DE PRODUCTION
1964,FILMEUR (LE),Documentaire,2005,CAVALIER Alain,CAMERA ONE / ORSANS PRODUCTIONS
1965,HORS DE PRIX,Fiction,2005,SALVADORI Pierre,FRANCE 2 CINEMA / FRANCE 3 CINEMA / K S 2 PRODUCTIONS / LFP / TOVO FILMS
1966,MARIA,Fiction,2005,CALIN NETZER Peter,CINE MANUFACTURE
1967,MEURTRIERES,Fiction,2005,GRANDPERRET Patrick,EMAEL FILMS / LES FILMS DU WORSO / STUDIOCANAL
1968,MIA ET LE MIGOU,Animation,2005,GIRERD Jacques-Remy,CENTRE EUROPEEN CINEMATOGRAPHIQUE RHONE ALPES / FOLIMAGE STUDIO / FRANCE 3 CINEMA
1969,NOS AMIS LES TERRIENS,Fiction,2005,WERBER Bernard,LES FILMS 13
1970,OLIVA OLIVA,Documentaire,2005,HOFFMANN Peter,ZEUGMA FILMS
1971,QUAND J'eTAIS CHANTEUR,Fiction,2005,GIANNOLI Xavier,EUROPACORP / FRANCE 3 CINEMA / RECTANGLE PRODUCTIONS
1972,QUI DE NOUS DEUX ?,Fiction,2005,BELMONT Charles,ORSANS PRODUCTIONS
1973,WWW; WHAT A WONDERFUL WORD,Fiction,2005,BENSAIDI Faouzi,GLORIA FILMS PRODUCTION
1974,BARRAGE,Fiction,2004,JACOULOT Raphael,TESSALIT PRODUCTIONS
1975,CHOK DEE,Fiction,2004,DURRINGER Xavier,FRANCE 2 CINEMA / STEPHAN FILMS / TELEGRAPHE
1976,DEMOISELLE D'HONNEUR (LA),Fiction,2004,CHABROL Claude,ALICELEO - AUTEURS LIVRES SCENARIO POUR L'ECRITURE AUDIOVISUELLE / CANAL DIFFUSION / FRANCE 2 CINEMA
1977,ENFERMeS DEHORS,Fiction,2004,DUPONTEL Albert,CONTRE PROD / ESKWAD / FRANCE 2 CINEMA / UGC IMAGES
1978,IBeRIA,Documentaire,2004,SAURA Carlos,WILD BUNCH
1979,PETIT LIEUTENANT (LE),Fiction,2004,BEAUVOIS Xavier,FRANCE 2 CINEMA / LES FILMS ALAIN SARDE / STUDIOCANAL / WHY NOT PRODUCTIONS
1980,ZIM AND CO,Fiction,2004,JOLIVET Pierre,BAC FILMS / M6 FILMS / VENDREDI FILM / VENDREDI FILM
1981,APRES-MIDI DE MONSIEUR ANDESMAS (L'),Fiction,2003,PORTE Michelle,MK2
1982,CADEAU D'ELENA (LE),Fiction,2003,GRAZIANI Frederic,CINE NOMINE / WILD BUNCH
1983,COUAC; LE VILAIN PETIT CANARD,Animation,2003,KLOTZ Emmanuel / TAYLOR Deane,AMUSE FILMS (TIERS FERME) / MILLIMAGES
1984,LETTRE D'AMOUR ZOULOU,Fiction,2003,SULEMAN Ramadan,JBA PRODUCTION
1985,PETITS FILS (LES),Fiction,2003,DURAN COHEN Ilan,FUGITIVE / LES FILMS DU CHERCHE MIDI (TIERS FERME)
1986,38 TEMOINS,Fiction,2011,BELVAUX Lucas,AGAT FILMS ET CIE / FILMS SOUS INFLUENCE / FRANCE 3 CINEMA / HERODIADE V
1987,A MOI SEULE,Fiction,2011,VIDEAU Frederic,LES FILMS HATARI
1988,ADIEUX A LA REINE (LES),Fiction,2011,JACQUOT Benoit,EURO MEDIA FRANCE / FRANCE 3 CINEMA / GMT PRODUCTIONS / INVEST IMAGE N?1 / LES FILMS DU LENDEMAIN
1989,AGNUS DEI,Documentaire,2011,SANCHEZ Alejandra,LA FEMME ENDORMIE
1990,AILES DE JOHNNY MAY (LES),Documentaire,2011,FAFARD Marc,KIEN PRODUCTIONS
1991,BLACK TO THE MOON,Animation,2011,NIELSEN Francis,ART'MELL / FRANCE 3 CINEMA
1992,CERISE SUR LE GaTEAU (LA),Fiction,2011,MORANTE Laura,MAISON DE CINEMA / SOUDAINE COMPAGNIE
1993,CETTE ANNeE-LA,Fiction,2011,MALLE Justine,TUPELO FILMS
1994,HeRITAGE,Fiction,2011,ABBASS Hiam,AGAT FILMS ET CIE / APPALOOSA FILMS / ARTE FRANCE CINEMA
1995,POPULAIRE,Fiction,2011,ROINSARD Regis,FRANCE 2 CINEMA / FRANCE 3 CINEMA / LES PRODUCTIONS DU TRESOR / MARS FILMS / WILD BUNCH
1996,RENDEZ-VOUS A KIRUNA,Fiction,2011,NOVION Anna,LA MOUCHE DU COCHE FILMS / LES FILMS DE LA GRELUCHE
1997,SOMEWHERE IN BETWEEN,Fiction,2011,USTAOGLU Yesim,CDP
1998,SYNGUE SABOUR; PIERRE DE PATIENCE,Fiction,2011,RAHIMI Atiq,ARTE FRANCE CINEMA / ORANGE STUDIO / THE FILM
1999,ASSAUT (L'),Fiction,2010,LECLERCQ Julien,BUF COMPAGNIE / LABYRINTHE FILMS / MARS FILMS
2000,CREDIT POUR TOUS,Fiction,2010,MOCKY Jean-Pierre,MOCKY DELICIOUS PRODUCTS
2001,DANS LA TOURMENTE,Fiction,2010,RUGGIA Christophe,FRANCE 3 CINEMA / LE BUREAU FILMS
2002,ETRANGE AFFAIRE ANGELICA (L'),Fiction,2010,DE OLIVEIRA Manoel,LES FILMS DE L'APRES MIDI
2003,FOLIE ALMAYER (LA),Fiction,2010,AKERMAN Chantal,LIAISON CINEMATOGRAPHIQUE
2004,JEANNE CAPTIVE,Fiction,2010,RAMOS Philippe,ECHO FILMS / SOPHIE DULAC PRODUCTIONS
2005,LYONNAIS (LES),Fiction,2010,MARCHAL Olivier,CENTRE EUROPEEN CINEMATOGRAPHIQUE RHONE ALPES / FRANCE 2 CINEMA / GAUMONT / HATALOM / LGM CINEMA / LGM FILMS
2006,?IL DE L'ASTRONOME (L'),Fiction,2010,NEUMANN Stan,ARTE FRANCE CINEMA / LES FILMS D'ICI
2007,PETITE VENISE (LA),Fiction,2010,SEGRE Andrea,AETERNAM FILMS / ARTE FRANCE CINEMA
2008,PINA,Documentaire,2010,WENDERS Wim,EUROWIDE FILM PRODUCTION
2009,POSSESSIONS,Fiction,2010,GUIRADO Eric,CENTRE EUROPEEN CINEMATOGRAPHIQUE RHONE ALPES / EUROPACORP TELEVISION / INCOGNITA FILMS / TF1 DROITS AUDIOVISUELS / UGC IMAGES
2010,ROMAN DE MA FEMME (LE),Fiction,2010,USMONOV Djamshed,ARTE FRANCE CINEMA / ELZEVIR FILMS
2011,UN HOMME D'HONNEUR,Fiction,2010,CODSI Jean-Claude,MACT PRODUCTIONS
2012,BRACONNE (LA),Fiction,2012,RONDIERE Samuel,BANDONEON
2013,CHERCHER LE GARCON,Fiction,2012,SEBBAGH Dorothee,BELAVOX FILMS / MOBY DICK FILMS
2014,DANS LA COUR,Fiction,2012,SALVADORI Pierre,FRANCE 2 CINEMA / LFP / TOVO FILMS
2015,DENIS,Fiction,2012,BAILLIU Lionel,DELANTE FILMS / M6 FILMS / SOCIETE NOUVELLE DE DISTRIBUTION
2016,FAIRE L'AMOUR,Fiction,2012,CARRENARD Djinn,DONOMA GUERILLA / REALITISM FILMS SARL
2017,FLEURS DU MAL,Fiction,2012,DUSA David,SCIAPODE
2018,IL EST PARTI DIMANCHE,Fiction,2012,GARCIA Nicole,APPALOOSA DISTRIBUTION / FRANCE 3 CINEMA / LFP / PAULINE'S ANGEL
2019,INITIATION,Fiction,2012,GIRERD Stephanie,31 JUIN FILMS
2020,JOUR ATTENDRA (LE),Fiction,2012,MARIE Edgar,EXTERIEUR JOUR / LE PACTE
2021,NENETTE,Fiction,2012,BALASKO Josiane,FRANCE 2 CINEMA / JOSY FILMS / LGM FILMS / STUDIOCANAL
2022,OGGY ET LES CAFARDS,Animation,2012,JEAN MARIE Olivier,FRANCE 3 CINEMA / XILAM ANIMATION
2023,UN PRINCE (PRESQUE) CHARMANT,Fiction,2012,LELLOUCHE Philippe,EUROPACORP / TF1 FILMS PRODUCTION
2024,Deux au carre,Fiction,2014,DAJOUX Philippe,LES ENFANTS TERRIBLES
2025,Erran,Fiction,2014,AUDIARD Jacques,FRANCE 2 CINEMA / PAGE 114 / WHY NOT PRODUCTIONS
2026,Filles au Moyen-Age (Les),Fiction,2014,VIEL Hubert,ARTISANS DU FILM
2027,Ma sacree jeunesse,Fiction,2014,BLACKMAN Carly,PLAN 2
2028,Mirinda,Fiction,2014,NICHOLOVITCH Nathan,ARAMIS / D'UN FILM L'AUTRE
2029,Mustang,Fiction,2014,GAMZE ERGUVEN Deniz,CHARLES GILLIBERT CG CINEMA
2030,Nos futurs,Fiction,2014,BEZANCON Remi,GAUMONT / MANDARIN CINEMA
2031,Oiseaux de passage (Les),Fiction,2014,RINGER Olivier / RINGER Yves,LES FILMS D'ANTOINE
2032,Talent de mes amis (Le),Fiction,2014,LUTZ Alex,SAME PLAYER
2033,Tete haute (La),Fiction,2014,BERCOT Emmanuelle,CENTRE EUROPEEN CINEMATOGRAPHIQUE RHONE ALPES / FRANCE 2 CINEMA / LES FILMS DU KIOSQUE / WILD BUNCH
2034,FRANCE (LA),Fiction,2006,BOZON Serge,LFP
2035,GOODBYE BAFANA,Fiction,2006,AUGUST Bille,ARSAM INTERNATIONAL
2036,IL SOLE NERO,Fiction,2006,ZANUSSI Krzystof,LES FILMS DU 24
2037,LISA ET LE PILOTE D'AVION,Fiction,2006,BARASSAT Philippe,ABRACADABRA
2038,MON MEILLEUR ENNEMI,Documentaire,2006,MacDONALD Kevin,FRANCE 3 CINEMA / WILD BUNCH / YALLA FILMS
2039,PROMETS-MOI,Fiction,2006,KUSTURICA Emir,FIDELITE FILMS / FRANCE 2 CINEMA
2040,TeMOINS (LES),Fiction,2006,TECHINE Andre,FRANCE 2 CINEMA / LES FILMS DU 24
2041,UNE VIE eTERNELLE,Documentaire,2006,LEFRANC Jean-Martial,FINANCIERE DE LOISIRS / LES ARMATEURS
2042,Bonheur (Le),Fiction,2013,GRANGE Fabrice,CINQUIEME LUNE PRODUCTION
2043,Casa nostra,Fiction,2013,NICHOLOVITCH Nathan,CASANOSTRA PRODUCTION
2044,Fille de nulle part (La),Fiction,2013,BRISSEAU Jean-Claude,LA SORCIERE ROUGE
2045,Fonzy,Fiction,2013,DOVAL Isabelle,JOUROR DEVELOPPEMENT / MADE IN PM / STUDIOCANAL / TF1 FILMS PRODUCTION
2046,Max et Lenny,Fiction,2013,NICOLAS Fred,CHAZ PRODUCTIONS
2047,The Search,Fiction,2013,HAZANAVICIUS Michel,FRANCE 3 CINEMA / LA PETITE REINE / ORANGE STUDIO
2048,Tom a la ferme,Fiction,2013,DOLAN Xavier,ARTE FRANCE CINEMA / MK2 FILMS
2049,Victoria,Fiction,2013,CIVEYRAC Jean-Paul,LFP
2050,BELLAMY,Fiction,2008,CHABROL Claude,ALICELEO - AUTEURS LIVRES SCENARIO POUR L'ECRITURE AUDIOVISUELLE / ALICELEO CINEMA / DD PRODUCTIONS / FRANCE 2 CINEMA
2051,JE L'AIMAIS,Fiction,2008,BREITMAN Zabou,BABE FILMS / FRANCE 2 CINEMA / SOCIETE NOUVELLE DE DISTRIBUTION
2052,NON; MA FILLE; TU N'IRAS PAS DANSER,Fiction,2008,HONORE Christophe,FRANCE 3 CINEMA / LE PACTE / WHY NOT PRODUCTIONS
2053,SOMMEIL BLANC,Fiction,2008,GUYON Jean-Paul,CENTRE EUROPEEN CINEMATOGRAPHIQUE RHONE ALPES / LES PRODUCTIONS CERCLE BLEU
2054,TRES TRES GRANDE ENTREPRISE (LA),Fiction,2008,JOLIVET Pierre,FRANCE 2 CINEMA / PATHE PRODUCTION / PRODUIRE A PARIS
2055,YONA LA LEGENDE DE L'OISEAU-SANS-AILE,Animation,2008,RINTARO,DENIS FRIEDMAN PRODUCTIONS / GEBEKA FILMS
2056,ANGELE ET TONY,Fiction,2009,DELAPORTE Alix,LIONCEAU FILMS
2057,FETE DES VOISINS; IMMEUBLES EN FETE (LA),Fiction,2009,HADDAD David,CINEGENIE
2058,MENSCH,Fiction,2009,SUISSA Steve,ARP
2059,NANNERL; LA SOEUR DE MOZART,Fiction,2009,FERET Rene,FILMS ALYNE
2060,SIX CENTS KILOS D'OR PUR,Fiction,2009,BESNARD Eric,EXODUS PRODUCTIONS / GAUMONT / KISSFILMS / MANDARIN CINEMA / TF1 FILMS PRODUCTION
2061,TOTALLY SPIES ! LE FILM,Animation,2009,JARDIN Pascal,MARATHON MEDIA / ORANGE STUDIO
2062,UN SOIR AU CLUB,Fiction,2009,ACHACHE Jean,ARTS PREMIERS / NEWFRIENDS PRODUCTIONS
2063,COMMIS D'OFFICE,Fiction,2007,CAYRE Hannelore,ARTE FRANCE CINEMA / BAC FILMS / CENTRE EUROPEEN CINEMATOGRAPHIQUE RHONE ALPES / DOLCE VITA FILMS
2064,MES AMIS; MES AMOURS,Fiction,2007,LEVY Lorraine,FARRUDG ENTERTAINMENT WORLDWIDE / PATHE PRODUCTION / TF1 FILMS PRODUCTION
2065,NOS 18 ANS,Fiction,2007,BERTHE Frederic,MES FILMS / RECTANGLE PRODUCTIONS / TF1 DROITS AUDIOVISUELS / TF1 FILMS PRODUCTION
2066,PERSONNE AUX DEUX PERSONNES (LA),Fiction,2007,CHARLET Nicolas / LAVAINE Bruno,CHEZ WAM / STUDIOCANAL / TF1 FILMS PRODUCTION
2067,SANS ARME; NI HAINE; NI VIOLENCE,Fiction,2007,ROUVE Jean-Paul,ELIA FILMS / M6 FILMS / MARS FILMS / MARS FILMS / ORANGE STUDIO / VERTIGO PRODUCTIONS / VERTIGO PRODUCTIONS
2068,TAKEN,Fiction,2007,MOREL Pierre,EUROPACORP / GRIVE PRODUCTIONS / M6 FILMS
2069,A fond,Fiction,2015,BENAMOU Nicolas,CHIC FILMS SAS / LA PETITE REINE PRODUCTION
2070,Folle Histoire de Max et Leon (La),Fiction,2015,BARRE Jonathan,LEGENDE / STUDIOCANAL / TF1 FILMS PRODUCTION
2071,Grand cirque mystique (le),Fiction,2015,DIEGUES Carlos,MILONGA PRODUCTIONS
2072,Grand Jeu (Le),Fiction,2015,PARISER Nicolas,ARTE FRANCE CINEMA / BIZIBI
2073,Irremplacable,Fiction,2015,LILTI Thomas,31 JUIN FILMS / FRANCE 2 CINEMA / LES FILMS DU PARC
2074,Ladji nye,Fiction,2015,COULIBALY Daouda,APPALOOSA FILMS / LA CHAUVE SOURIS
2075,Love is dead,Fiction,2015,CAPITAINE Eric,DE FILMS EN AIGUILLE / TF1 DROITS AUDIOVISUELS
2076,Ma vie avec James Dean,Fiction,2015,CHOISY Dominique,LA VOIE LACTEE
2077,Mal de pierres,Fiction,2015,GARCIA Nicole,FRANCE 3 CINEMA / LES PRODUCTIONS DU TRESOR / STUDIOCANAL
2078,Mon amour,Docu,2015,TEBOUL David,13 PRODUCTION / ARTE FRANCE CINEMA / LES FILMS D'ICI / WHY NOT PRODUCTIONS
2079,Parole de kamikaze,Docu,2015,SAWADA Masa,COMME DES CINEMAS
2080,Reparer les vivants,Fiction,2015,QUILLEVERE Katell,FRANCE 2 CINEMA / LES FILMS DU BELIER / LFP
2081,Secret des banquises (Le),Fiction,2015,MADINIER Marie,FRANCE 2 CINEMA / LES FILMS DU LENDEMAIN
2082,Vincent et la fin du monde,Fiction,2015,VAN ROMPAEY Christophe,LES FILMS DE LA CROISADE
2083,CANDIDAT (LE),Fiction,2006,ARESTRUP Niels,ADR PRODUCTIONS / FRANCE 3 CINEMA
2084,DANTE 01,Fiction,2006,CARO Marc,ESKWAD / WILD BUNCH
2085,DeTROMPEZ VOUS,Fiction,2006,DEGA Bruno,STUDIOCANAL / STUDIOCANAL CATALOGUE 3 / TF1 FILMS PRODUCTION
2086,JE CROIS QUE JE L'AIME,Fiction,2006,JOLIVET Pierre,LOMA NASHA PRODUCTIONS / STUDIOCANAL / TF1 FILMS PRODUCTION / VENDREDI FILM / VENDREDI FILM
2087,MAX & CO,Animation,2006,GUILLAUME Frederic / GUILLAUME Samuel,CINE MANUFACTURE
2088,MEDUSES (LES),Fiction,2006,GEFFEN Shira / KERET Etgar,ARTE FRANCE CINEMA / LE PREMIER POISSON
2089,MON FReRE EST FILS UNIQUE,Fiction,2006,LUCHETTI Daniele,BABE FILMS
2090,ODETTE TOULEMONDE,Fiction,2006,SCHMITT Eric-Emmanuel,BEL OMBRE FILMS / PATHE PRODUCTION / TF1 FILMS PRODUCTION
2091,SA MAJESTe MINOR,Fiction,2006,ANNAUD Jean-Jacques,FRANCE 2 CINEMA / FRANCE 3 CINEMA / PATHE PRODUCTION / REPERAGE / STUDIOCANAL
2092,AU BONHEUR DES OGRES,Fiction,2012,BARY Nicolas,ALVY DEVELOPPEMENT / CHAPTER 2 / FRANCE 2 CINEMA / PATHE PRODUCTION
2093,DEPRESSION & DES POTES,Fiction,2012,LEMORT Arnaud,FARRUDG ENTERTAINMENT WORLDWIDE / FRANCE 2 CINEMA / STUDIOCANAL
2094,JOYEUX ANNIVERSAIRE (ZUM GEBURTSTAG),Fiction,2012,DERCOURT Denis,CITE FILMS / MACT PRODUCTIONS
2095,LANDES,Fiction,2012,VIVES Francois-Xavier,SESAME FILMS
2096,PASSER L'HIVER,Fiction,2012,BARBET Aurelia,ABELINA FILMS PRODUCTIONS
2097,ROUTE DU RETOUR (LA),Documentaire,2012,GILLARD Stephanie,ROUGE INTERNATIONAL
2098,SONG OF THE SEA,Animation,2012,MOORE Tomm,SUPERPROD
2099,TIP TOP,Fiction,2012,BOZON Serge,LFP
2100,300 hommes,Docu,2014,GRAS Emmanuel / DALBIS Aline,IN THE MOOD / LES FILMS DE L'AIR
2101,Canicule,Fiction,2014,NASHAWATI Joyce A.,GOOD LAP PRODUCTION / TO BE CONTINUED
2102,Eden,Fiction,2014,HANSEN-LOVE Mia,CHARLES GILLIBERT CG CINEMA / FRANCE 2 CINEMA
2103,Enquete (L'),Fiction,2014,BOUKHRIEF Nicolas,RADAR FILMS
2104,Kommunisten,Fiction,2014,STRAUB Jean-Marie,ANDOLFI
2105,Paradis (Le),Docu,2014,CAVALIER Alain,CAMERA ONE
2106,Rois du monde (Les),Fiction,2014,LAFFARGUE Laurent,MEZZANINE FILMS
2107,Voyoucratie,Fiction,2014,GARCON Fabrice / OSSONA Kevin,AFIAVI / FGKO FILMS
2108,CA SE SOIGNE ?,Fiction,2007,CHOUCHAN Laurent,LES FILMS MANUEL MUNZ / ORANGE STUDIO
2109,EMPREINTE DE L'ANGE (L'),Fiction,2007,NEBBOU Safy,DIAPHANA DISTRIBUTION / DIAPHANA FILMS / FRANCE 2 CINEMA
2110,GLOSS,Fiction,2007,KONCHALOVSKY Andrei,CADRAN PRODUCTIONS / STUDIOCANAL
2111,HOMME SANS AGE (L'),Fiction,2007,COPPOLA Francis Ford,PRICEL
2112,MADE IN JAMAICA,Documentaire,2007,LAPERROUSAZ Jerome,HEROLD & FAMILY
2113,MARTYRS,Fiction,2007,LAUGIER Pascal,ESKWAD / WILD BUNCH
2114,PUISQUE NOUS SOMMES NES,Documentaire,2007,DURET Jean-Pierre / SANTANA Andrea,EX NIHILO / KISSFILMS
2115,BIENVENUE A BORD,Fiction,2010,LAVAINE Eric,APPALOOSA FILMS / M6 FILMS / PATHE PRODUCTION / SAME PLAYER
2116,MICHEL PETRUCCIANI - CORPS ET AME,Documentaire,2010,RADFORD Michael,ARTE FRANCE CINEMA / LES FILMS D'ICI
2117,MOI MICHEL G; MILLIARDAIRE; MAITRE DU MONDE,Fiction,2010,KAZANDJIAN Stephane,DELANTE FILMS
2118,MYTHOS (LES),Fiction,2010,THYBAUD Denis,LA MOUCHE DU COCHE FILMS / NOTA BENE PRODUCTIONS / STUDIOCANAL
2119,SOURCE DES FEMMES (LA),Fiction,2010,MIHAILEANU Radu,ELZEVIR FILMS / EUROPACORP / FRANCE 3 CINEMA / Oi Oi Oi PRODUCTIONS
2120,TELEPHONE ARABE,Fiction,2010,ZOABI Sameh,MEROE FILMS
2121,AO LE DERNIER NEANDERTAL,Fiction,2009,MALATERRE Jacques,FRANCE 2 CINEMA / UGC IMAGES / UGC YM
2122,CAPTIFS,Fiction,2009,GOZLAN Yann,SOMBRERO FILMS / SOMBRERO PRODUCTIONS
2123,DERNIER VOL DU FLAMANT ROSE (LE),Fiction,2009,RIBEIRO Joao,NEON PRODUCTIONS
2124,DIVORCES !,Fiction,2009,GUIGNABODET Valerie,FRANCE 2 CINEMA / MABELLEWED / PAN-EUROPEENNE / STUDIOCANAL / STUDIOCANAL CATALOGUE 3
2125,LISIERE (LA),Fiction,2009,BAJARD Geraldine,CINEMA DEFACTO
2126,SOLUTIONS LOCALES POUR UN DESORDRE GLOBAL,Documentaire,2009,SERREAU Coline,CINEMAO / ENILOC / KINO FACTORY / MONTPARNASSE PRODUCTIONS / ORANGE STUDIO
2127,BAB LBHAR (LE VOYAGE IMMOBILE),Fiction,2003,AOULAD-SYAD Daoud,MANDALA PRODUCTIONS (TIERS FERME)
2128,BEUR BLANC ROUGE,Fiction,2003,ZEMMOURI Makmoud,FENNEC PRODUCTIONS
2129,MATRUBHOOMI UN MONDE SANS FEMMES,Fiction,2003,JHA Manish,DIAPHANA FILMS / EX NIHILO / GIMAGES FILMS (TIERS FERME) / STUDIOCANAL
2130,NE FAIS PAS CA,Fiction,2003,BONDY Luc,ARTE FRANCE CINEMA / CENTRE EUROPEEN CINEMATOGRAPHIQUE RHONE ALPES / FILM PAR FILM (TIERS FERME) / LES FILMS DU LENDEMAIN / LES FILMS DU LOSANGE / STUDIOCANAL
2131,BOITE NOIRE (LA),Fiction,2004,BERRY Richard,EUROPACORP / TF1 FILMS PRODUCTION
2132,HAUTE TENSION,Fiction,2004,AJA Alexandre,ALEXANDRE FILMS / EUROPACORP
2133,MONDOVINO,Documentaire,2004,NOSSITER Jonathan,LES FILMS DE LA CROISADE
2134,QUAND LES ANGES S'EN MELENT,Fiction,2004,AMSALEM Crystel,KER PRODUCTIONS
2135,REAL'MOVIE,Fiction,2004,ROBELIN Stephane,SOPHIE DULAC PRODUCTIONS
2136,A bas bruit,Fiction,2013,ABITBOL Judith,BICEPHALE PRODUCTION
2137,Jeu de la verite (Le),Fiction,2013,DESAGNAT Francois,EUROPACORP
2138,Left foot right foot,Fiction,2013,ROAUX Germinal,UNLIMITED
2139,Pouvoir (Le),Docu,2013,ROTMAN Patrick,KUIV / REZO PRODUCTIONS
2140,Apres l'ombre,Docu,2018,MERCURIO Stephane,ISKRA
2141,Climax,Fiction,2018,NOE Gaspard,RECTANGLE PRODUCTIONS ET WILD BUNCH
2142,Fete des meres (La),Fiction,2018,MENTION SCHAAR Marie-Castille,WILLOW FILMS
2143,Nous finirons ensemble,Fiction,2018,CANET Guillaume,TReSOR FILMS
2144,Amour est une fete (L'),Fiction,2017,ANGER Cedric,SUNRISE FILMS ET CURIOSA FILMS
2145,Gueule d'ange,Fiction,2017,FILHO Vanessa,WINDY PRODUCTION ET MOANA FILMS
2146,Marche de l'empereur : l'appel de l'Antarctique (La),Docu,2017,JACQUET Luc,BONNE PIOCHE CINeMA
2147,Memoires du cachot,Fiction,2017,BRECHNER Alvaro,MANNY FILMS
2148,Monsieur je-sais-tout,Fiction,2017,ARCHINARD Stephane / PREVOT-LEYGONIE Francois,WY PRODUCTIONS ET GAUMONT
2149,Petit proxenete (Le),Fiction,2017,MARLIN Jean-Bernard,GEKO FILMS
2150,Reptiles (Les),Fiction,2017,LAGUNA Romain,LES FILMS DU CLAN
2151,Un homme presse,Fiction,2017,MIMRAN Herve,ALBERTINE PRODUCTIONS
2152,Voyage d'Ailo (Le),Docu,2017,MAIDATCHEVSKY Guillaume,BORSALINO PRODUCTIONS
2153,A Gentle Creature,Fiction,2016,LOZNITSA Serguei,SLOT MACHINE
2154,Belinda,Docu,2016,DUMORA Marie,GLORIA FILMS PRODUCTION
2155,Funan,Anim,2016,DO Denis,LES FILMS D'ICI
2156,Lion est mort ce soir (Le),Fiction,2016,SUWA Nobihuro,LES PRODUCTIONS BALTHAZAR
2157,Monsieur et Madame Adelman,Fiction,2016,BEDOS Nicolas,LES FILMS DU KIOSQUE
2158,Patients,Fiction,2016,MARSAUD Fabien / IDIR Mehdi,MANDARIN PRODUCTION
2159,Personal Shopper,Fiction,2016,ASSAYAS Olivier,CHARLES GILLIBERT CG CINEMA
2160,Soif de vivre (La),Docu,2016,RIBIS Frederique,DOON PRODUCTIONS
2161,Un ete en Provence,Fiction,2016,LARA Christian,SKYPROD
2162,Vent du nord,Fiction,2016,MATTAR Walid,BARNEY PRODUCTION
2163,Voleur d'histoire,Fiction,2016,ANDREI Frederic,17 23 PRODUCTIONS
2164,Zombillenium,Anim,2016,DE PINS Arthur / DUCORD Alexis,MAYBE MOVIES
2165,L'Ultima spiaggia,Docu,2016,ANASTOPOULOS Thanos,ARIZONA PRODUCTIONS
2166,Une famille heureuse,Fiction,2016,GROSS Simon / EKVTIMISHVILI Nana,ARIZONA PRODUCTIONS
2167,Zoologie,Fiction,2016,TVERDOVSKIY Ivan I.,ARIZONA PRODUCTIONS
2168,A L'AVEUGLE,Fiction,2011,PALUD Xavier,EUROPACORP / FRANCE 2 CINEMA
2169,ARCHIPELITUDE,Documentaire,2011,VIRET Patrick,LES FILMS DU VIADUC
2170,CHERCHEZ HORTENSE,Fiction,2011,BONITZER Pascal,SBS PRODUCTIONS
2171,DAVID ET MADAME HANSEN,Fiction,2011,ASTIER Alexandre,FRANCE 3 CINEMA / PATHE PRODUCTION / REGULAR PRODUCTION
2172,DU VENT DANS MES MOLLETS,Fiction,2011,TARDIEU Carine,D8 FILMS / GAUMONT / KARE PRODUCTIONS
2173,ENFANT DES MINES (L'),Fiction,2011,GULEA Alexandra,LA VIE EST BELLE FILMS ASSOCIES
2174,FRANCE; TERRA INCOGNITA,Documentaire,2011,MARCHAIS Dominique,ARTE FRANCE CINEMA / ZADIG FILMS
2175,GEBO ET L'OMBRE,Fiction,2011,DE OLIVEIRA Manoel,MACT PRODUCTIONS
2176,MON AMOUR,Documentaire,2011,TEBOUL David,13 PRODUCTION / ARTE FRANCE CINEMA / LES FILMS D'ICI / WHY NOT PRODUCTIONS
2177,SAC DE FARINE (LE),Fiction,2011,LECLERE Kadija,TCHIN TCHIN PRODUCTION
