C'est pour cela que vous etes nes ?,Fiction,2017,JUDE Radu,LES FILMS D'ICI
Frontieres,Fiction,2017,WOYE TRAORE Apolline,ARAUCANIA FILMS
Leila,Fiction,2017,AYADI Naidra,NOLITA CINeMA ET ARDIMAGES
Les aventures de Spirou et Fantasio,Fiction,2017,COFFRE Alexandre,MOANA FILMS ET CURIOSA FILMS
Love me not,Fiction,2017,AVRANAS Alexandros,LES FILMS DU LENDEMAIN
Une histoire de l'art,Fiction,2017,BERNARD Lucas,LES GRANDS ESPACES FILMS
Carre 35,Docu,2016,CARAVACA Eric,LES FILMS DU POISSON
Chacun sa vie et son ultime conviction,Fiction,2016,LELOUCH Claude,LES FILMS 13
Diamond Island,Fiction,2016,CHOU Davy,AURORA FILMS
Lola Pater,Fiction,2016,MOKNECHE Nadir,BLUE MONDAY PRODUCTIONS
Milla,Fiction,2016,MASSADIAN Valerie,CINEMA DEFACTO
Razzia,Fiction,2016,AYOUCH Nabil,UNITE DE PRODUCTION
Revolution Sida,Docu,2016,CHAUDIER Frederic,NOODLES PRODUCTION
Insyriated,Fiction,2016,VAN LEEUW Philippe,LIAISON CINEMATOGRAPHIQUE
EXILS,Fiction,2003,GATLIF Tony,PRINCES FILMS
FREESTYLE,Fiction,2003,CHOMIENNE Caroline,APNE PROD
THE SHADOW DANCER,Fiction,2004,MIRMAN Brad,CLOSEUP FILMS
D'UN VILLAGE A L'AUTRE,Fiction,2005,NATSIS Costa,LOVE STREAMS AGNES B. PRODUCTIONS
KLIMT,Fiction,2005,RUIZ Raoul,GEMINI FILMS
DARK TOUCH,Fiction,2012,DE VAN Marina,EX NIHILO
SINGING WOMEN,Fiction,2012,ERDEM Reha,KMBO PRODUCTION
UPGRADE,Fiction,2012,BUCH Franziska,DRIMAGE
LIEUX SAINTS,Documentaire,2010,TENO Jean-Marie,LES FILMS DU RAPHIA
NI A VENDRE NI A LOUER,Fiction,2010,RABATE Pascal,LOIN DERRIERE L'OURAL
Apres la bataille,Fiction,2013,LECLERE Simon,PERSPECTIVE FILMS
Canibal,Fiction,2013,CUENCA Manuel Martin,LUMINOR
Chalvet une longue marche vers la dignite,Docu,2013,MAUDUECH Camille,LES FILMS DU MARIGOT
Du goudron et des plumes,Fiction,2013,RABATE Pascal,LOIN DERRIERE L'OURAL
Lichtjahre,Fiction,2013,HOCHHAUSLER Christoph,MACT PRODUCTIONS
Miss Julie,Fiction,2013,ULLMANN Liv,SENORITA FILMS
UNE VIE TOUTE NEUVE,Fiction,2009,LECOMTE Ounie,GLORIA FILMS PRODUCTION
COUNTRY TEACHER,Fiction,2007,SLAMA Bohdan,WHY NOT PRODUCTIONS
Nuits blanches sur la jetee,Fiction,2014,VECCHIALI Paul,DIALECTIK
CENDRILLON AU FAR WEST,Animation,2011,HeROLD Pascal,HEROLD & FAMILY
CRAWL,Fiction,2011,LASGOUTTES Herve,SENSITO FILMS
OUF,Fiction,2011,CORIDIAN Yann,TABO TABO FILMS
BOXES,Fiction,2006,BIRKIN Jane,LES FILMS DE LA CROISADE
YVETTE BON DIEU !,Documentaire,2006,CHATENAY Sylvestre,ADR PRODUCTIONS
AU VOLEUR,Fiction,2008,PETIT Sarah,LES FILMS HATARI
Cigarettes et chocolat chaud,Fiction,2015,REINE Sophie,MANDARIN CINEMA
Couple in a hole,Fiction,2015,GEENS Tom,LES ENRAGES
Jamais contente,Fiction,2015,DELEUZE Emilie,AGAT FILMS ET CIE
Sangue del moi sangue,Fiction,2015,BELLOCCHIO Marco,BARBARY FILMS
Bernard,Fiction,2018,DE CHOUDENS Xavier,AGAT FILMS ET CIE
Demons in paradise,Docu,2018,RATNAM Jude,SISTER PRODUCTIONS
Rojo,Fiction,2018,NAISHTAT Benjamin,ECCE FILMS
Si demain?,Fiction,2018,GODET Fabienne,LE BUREAU FILMS
Vic le viking le film,Anim,2018,CAZES Eric,STUDIO 100 ANIMATION
15 minutes de guerre,Fiction,2017,GRIVOIS Fred,CAPTURE THE FLAG FILMS
Ami-ami,Fiction,2017,SAINT MACARY Victor,NORD OUEST FILMS
Grande-Synthe,Docu,2017,CAMURAT JAUD Beatrice,J+B SeQUENCES
Maman est morte,Fiction,2017,LE MASNE Christophe,TAKAMI PRODUCTIONS
Mon brillantissime divorce,Fiction,2017,LAROQUE Michele,NOLITA CINeMA ET PRINCESSE BELI
Sun,Fiction,2017,DESOINDRE Jonathan,LES PRODUITS FRAIS ET ROUGE INTERNATIONAL
Cornelius le meunier hurlant,Fiction,2016,LE QUELLEC Yann,AGAT FILMS ET CIE
Kinoa,Anim,2016,MARTIN Jean-Loup,CENDRANE FILMS
Paris la blanche,Fiction,2016,TERKI Lidia,DAY FOR NIGHT PRODUCTIONS
Julie-Aicha,Fiction,2016,EL MAANOUNI Ahmed,XAY PRODUCTIONS
Stefan Zweig adieu l'Europe,Fiction,2016,SCHRADER Maria,IDEALE AUDIENCE
DADDY DADDY USA,Documentaire,2004,HODGSON Pierre,MK2
IL SERA UNE FOIS,Fiction,2004,VEYSSET Sandrine,OGNON PICTURES
VOICI VENU LE TEMPS,Fiction,2004,GUIRAUDIE Alain,LFP
BLANCHE NEIGE LA SUITE,Animation,2003,WALRAVENS Jean-Paul,TCHIN TCHIN PRODUCTION
STEP BY STEP,Fiction,2003,MERLIN Laurent,MANDALA PRODUCTIONS
ANDALUCIA,Fiction,2005,GOMIS Alain,MILLE ET UNE PRODUCTIONS
SECTEUR 545,Documentaire,2005,CRETON Pierre,ATLANTE PRODUCTIONS
WAH WAH,Fiction,2005,GRANT Richard E.,LOMA NASHA PRODUCTIONS
Colonia dignidad,Fiction,2015,GALLENBERGER Florian,REZO PRODUCTIONS
El dorado - la rinconada,Docu,2015,LAMAS Salome,SHELLAC SUD
I.t.,Fiction,2015,MOORE John,VINGT DEUX HEURES VINGT DEUX
Tale of tales,Fiction,2015,GARRONE Matteo,LE PACTE
MOBILE HOME,Fiction,2011,PIROT Francois,URBAN FACTORY
Cosmodrama,Fiction,2013,FERNANDEZ Philippe,ATOPIC
Gaby baby doll,Fiction,2013,LETOURNEUR Sophie,ECCE FILMS
Il Ragazzo invisible,Fiction,2013,SALVATORES Gabriele,BABE FILMS
Jamel,Docu,2013,MARLIN Jean-Bernard,SYNECDOCHE
Moomins on the riviera,Anim,2013,PICARD Xavier,PICTAK CIE
UN ROMAN POLICIER,Fiction,2006,DUVIVIER Stephanie,MAT FILMS
? TIREZ LA LANGUE MADEMOISELLE !,Fiction,2012,ROPERT Axelle,LFP
WRONG COPS,Fiction,2012,DUPIEUX Quentin,REALITISM FILMS SARL
CHANTRAPAS,Fiction,2009,IOSSELIANI Otar,PIERRE GRISE PRODUCTIONS
DOG POUND,Fiction,2009,CHAPIRON Kim,PARTIZAN FILMS
MEMORY LANE,Fiction,2009,HERS Mikhael,LES FILMS DE LA GRANDE OURSE
KOMMUNALKA,Documentaire,2007,HUGUIER Francoise,LES FILMS D'ICI
LADS & JOCKEYS,Documentaire,2007,MARQUET Benjamin,GROUPE DEUX
UN HOMME PERDU,Fiction,2007,ARBID Danielle,MK2
ZION & SON FRERE,Fiction,2007,MERAV Eran,MK2
7 MINUTES AU PARADIS,Fiction,2008,GIVON Omri,EZ FILMS
AU NOM DES TROIS COULEURS,Documentaire,2008,RICHARD Chantal,AGAT FILMS ET CIE
C'EST PARTI,Documentaire,2010,DE CASABIANCA Camille,ARCHIPEL 33
KIDNAPPES,Fiction,2010,VIVAS Miguel Angel,LA FABRIQUE 2
Alice et le maire,Fiction,2018,PARISER Nicolas,BIZIBI
Arthur et Celia,Fiction,2018,JOLIVET Pierre,2.4.7. FILMS
Ballade pour un coeur en miettes,Fiction,2018,ECONOMIDES Yannis,EZ FILMS
Fugue,Docu,2018,BENKI Artemio,PETIT A PETIT PRODUCTION
Furie,Fiction,2018,ABBOU Olivier,VINGT DEUX HEURES VINGT DEUX ET ALLIANCE PRODUCTION CINeMATOGRAPHIQUE
Martin Eden,Fiction,2018,MARCELLO Pietro,SHELLAC SUD
Music stax Academy,Docu,2018,SOBELMAN Hugo,SRAB FILMS ET LIAISON CINeMATOGRAPHIQUE
Retour a Bollene,Fiction,2018,HAMICH Said,BARNEY PRODUCTION
The county,Fiction,2018,HAKONARSON Grimur,HAUT ET COURT
D'apres une histoire vraie,Fiction,2017,POLANSKI Roman,WY PRODUCTIONS
L'Empereur de Paris,Fiction,2017,RICHET Jean-Francois,MANDARIN PRODUCTION ET GAUMONT
Aurore,Fiction,2016,LENOIR Blandine,KARE PRODUCTIONS
Grand froid,Fiction,2016,PAUTONNIER Gerard,ELZEVIR FILMS
Message from the King,Fiction,2016,DU WELZ Fabrice,THE JOKERS FILMS
Mon ange,Fiction,2016,CLEVEN Harry,APRES LE DELUGE
Virus,Fiction,2016,FRANTZIS Angelos,MEZZANINE FILMS
COWBOY ANGELS,Fiction,2007,MASSEE Kim,ARTWORX FILMS
OU EST LA MAIN DE L'HOMME SANS TETE,Fiction,2007,MALANDRIN Guillaume,LIAISON CINEMATOGRAPHIQUE
BEAUTY,Fiction,2011,HERMANUS Olivier,EQUATION
JEAN DE LA LUNE,Animation,2011,SCHESCH Stephan,LE PACTE
DANS PARIS,Fiction,2006,HONORE Christophe,GEMINI FILMS
SeQUENCES MONGOLES,Documentaire,2006,SIMON Xavier,ARTCAM INTERNATIONAL
CONDOR : LES AXES DU MAL,Documentaire,2004,VAZQUEZ Rodrigo,ARTICLE Z
MISS MONTIGNY,Fiction,2004,VAN HOOGENBEMT Miel,KALEO FILMS
20 CENTIMETRES,Fiction,2005,SALAZAR Ramon,DIVINE PRODUCTIONS
DIAS DE CAMPO - JOURNEES A LA CAMPAGNE,Fiction,2005,RUIZ Raoul,MARGO FILMS
ECOUTE LE TEMPS,Fiction,2005,ALFANDARI Alante,LES FILMS D'ANTOINE
HOUSE OF NINE,Fiction,2005,MONROE Steven,ART'MELL
SUZANNE,Fiction,2005,CANDAS Viviane,GEMINI FILMS
C'est le metier qui rentre,Fiction,2015,KURYS Diane,ALEXANDRE FILMS
Dans la foret,Fiction,2015,MARCHAND Gilles,LES FILMS DE FRANCOISE
Family film,Fiction,2015,OMERZU Olmo,ROUGE INTERNATIONAL
La voz en off,Fiction,2015,JIMENEZ Cristian,ROUGE INTERNATIONAL
Une histoire americaine,Fiction,2015,HOSTIOU Armel,BOCALUPO FILMS
Vienne avant la nuit,Docu,2015,BOBER Robert,LES FILMS DU POISSON
Viva la sposa,Fiction,2015,CELESTINI Ascanio,AETERNAM FILMS
DIAZ,Fiction,2012,VICARI Daniele,LE PACTE
DJECA ENFANTS DE SARAJEVO,Fiction,2012,BEGIC Aida,LES FILMS DE L'APRES MIDI
JE M'APPELLE HMMM?,Fiction,2012,TROUBLE Agnes,LOVE STREAMS AGNES B. PRODUCTIONS
OPERACION E,Fiction,2012,COURTOIS Miguel,AJOZ FILMS
Goal of the Dead seconde mi-temps,Fiction,2013,POIRAUD Thierry,CAPTURE THE FLAG FILMS
Je me tue a le dire,Fiction,2013,SERON Xavier,TOBINA FILM
LEA,Fiction,2010,ROLLAND Bruno,PARAISO PRODUCTION DIFFUSION
NUIT BLANCHE,Fiction,2010,JARDIN Frederic,CHIC FILMS SAS
J'avancerai vers toi avec les yeux d'un sourd,Docu,2014,CARTON Laetitia,KALEO FILMS
J'demande pas la lune juste quelques etoiles,Fiction,2014,COUDRAY Robert,PROVIDENCE FILMS
Peur de rien,Fiction,2014,ARBID Danielle,LFP
Repas de famille,Fiction,2014,SALFATI Pierre-Henri,IN PRODUCTION
A CIEL OUVERT,Documentaire,2009,COMPAN Ines,MOSAIQUE FILMS
NOSTALGIE DE LA LUMIERE,Documentaire,2009,GUZMAN Patricio,ATACAMA PRODUCTIONS
9 MM,Fiction,2008,BARMAN Taylan,DOLCE VITA FILMS
LAGERFELD CONFIDENTIEL,Documentaire,2008,MARCONI Rodolphe,REALITISM FILMS SARL
Au temps du cannibalisme,Docu,2018,EDKINS Teboho,KINOELEKTRON
Just kids,Fiction,2018,BLANC Christophe,BLUE MONDAY PRODUCTIONS
Mise a nue,Fiction,2018,SELIGNAC Arnaud,AUTHENTIC MEDIA
Out,Docu,2018,PARROT Denis,DRYADES FILMS ET UPSIDE FILMS
Papy sitter,Fiction,2018,GUILLARD Philippe,SAME PLAYER ET GAUMONT
Proxima,Fiction,2018,WINOCOUR Alice,DHARAMSALA ET DARIUS FILMS
Sauvages,Fiction,2018,BERRY Dennis,ALFAMA FILMS PRODUCTION
Un monde plus grand,Fiction,2018,BERTHAUD Fabienne,HAUT ET COURT
Un tramway a Jerusalem,Fiction,2018,GITAI Amos,CDP ET AGAV FILMS
Amin,Fiction,2017,FAUCON Philippe,ISTIQLAL FILMS
Eva,Fiction,2017,JACQUOT Benoit,MACASSAR PRODUCTIONS
Lady Winsley,Fiction,2017,SALEEM Hiner,AGAT FILMS & CIE
Raoul Taburin,Fiction,2017,GODEAU Pierre,PAN-EUROPeENNE
Souffle bleu,Docu,2017,AREIAS Rodrigo,GLADYS GLOVER FILMS
Sujet libre,Fiction,2017,THEODORAKIS Stella,ARIZONA PRODUCTIONS
The mercy of the jungle,Fiction,2017,KAREKEZI Joel,TACT PRODUCTION
Trois jours a Quiberon,Fiction,2017,ATEF Emily,SOPHIE DULAC PRODUCTIONS
Entre les frontieres,Docu,2016,MOGRABI Avi,LES FILMS D'ICI
Especes menacees,Fiction,2016,BOURDOS Gilles,LES FILMS DU LENDEMAIN
Et derriere moi une cage vide,Fiction,2016,ARDANT Fanny,ALFAMA FILMS PRODUCTION
Menina,Fiction,2016,PINHEIRO Cristina,MEZZANINE FILMS
Profession cineaste,Docu,2016,BRAL Jacques,THUNDER FILMS INTERNATIONAL
Sofas,Fiction,2016,VILLOVITCH Helena,ECCE FILMS
Fatima les sentiers de l'ame,Fiction,2016,CANIJO Joao,LES FILMS DE L'APRES MIDI
Hier,Fiction,2016,KENYERES Balint,LES FILMS DE L'APRES MIDI
Nils,Fiction,2016,NEHARI Ram,TABO-TABO FILMS
AMAZON FOREVER,Fiction,2003,DUTILLEUX Jean-Pierre,GENTLEMAN FILMS
BIGUINE,Fiction,2003,DESLAURIERS Guy,KREOL PRODUCTIONS
DANS LE ROUGE DU COUCHANT,Fiction,2003,COZARINSKY Edgardo,LES FILMS D'ICI
EL CANTOR,Fiction,2003,MORDER Joseph,LA VIE EST BELLE FILMS ASSOCIES
FAIS-MOI REVER,Fiction,2003,KATU Jacky,JACQUES LE GLOU AUDIOVISUEL
CALL ME AGOSTINO,Fiction,2005,LAURENT Christine,GEMINI FILMS
CASSES,Documentaire,2012,TREBAL Nadege,MAIA CINEMA
KIDON,Fiction,2012,NACCACHE Emmanuel,LES FILMS MANUEL MUNZ
POST TENEBRAS LUX,Fiction,2012,REYGADAS Carlos,LE PACTE
SUPER TRASH,Fiction,2012,LOUGE ESPOSITO Martin,MOTHER AND SON
UNE PROMESSE,Fiction,2012,LECONTE Patrice,FIDELITE FILMS
VOYAGE SANS RETOUR,Fiction,2012,GERARD Francois,OREO
WINDOWS,Fiction,2012,VIGALONDO Nacho,WILD BUNCH
AU LARGE,Fiction,2004,MARZAL Francois-Christophe,GEMINI FILMS
ITINeRAIRES,Fiction,2004,OTZENBERGER Christophe,EX NIHILO
LILI ET LE BAOBAB,Fiction,2004,RICHARD Chantal,AGAT FILMS ET CIE
ON THE RUMBA RIVER,Documentaire,2004,SARASIN Jacques,LES PRODUCTIONS FAIRE BLEU
Dancing Arabs,Fiction,2013,RIKLIS Eran,MACT PRODUCTIONS
Du sable a la poussiere,Docu,2013,PARIS Arnaud,SYSMIC FILMS
Graziella,Fiction,2013,CHAREF Medhi,KG PRODUCTIONS
Iranien,Docu,2013,TAMADON Mehran,L'ATELIER DOCUMENTAIRE
Orient-extreme,Fiction,2013,DESCHAMPS Jacques,LES PRODUCTIONS BALTHAZAR
Un amour,Docu,2013,COPANS Richard,LES FILMS D'ICI
INDIGENE D'EURASIE,Fiction,2007,BARTAS Sharunas,LAZENNEC ET ASSOCIES
CASSOS,Fiction,2011,CARRESE Philippe,COMIC STRIP PRODUCTION
GRANDPUITS & PETITES VICTOIRES,Documentaire,2011,AZAM Olivier,LES MUTINS DE PANGEE
QUELQUES JOURS DE REPIT,Fiction,2011,HAKKAR Amor,SARAH FILMS
MAGMA,Fiction,2008,VINOUR Pierre,LES ENRAGES
THE DUCHESS,Fiction,2008,DIBB Saul,PATHE PRODUCTION
Tramontane,Fiction,2015,BOULGHOURJIAN Vatche,LE BUREAU FILMS
Anna,Fiction,2014,TOULEMONDE VIDAL Jacques,NOODLES PRODUCTION
BESA,Fiction,2008,KARANOVIC Srdjan,ASAP FILMS
JE NE DIS PAS NON,Fiction,2008,LOLITCH Iliana,ADR PRODUCTIONS
QU'UN SEUL TIENNE ET LES AUTRES SUIVRONT?,Fiction,2008,FEHNER Lea,REZO PRODUCTIONS
RIEN A PERDRE,Documentaire,2008,MEUNIER Jean-Henri,K PRODUCTION
A COUP SÛR,Fiction,2012,DE VIGAN Delphine,EPITHETE FILMS
PIONNIER,Fiction,2012,SKJOLDBJAERG Erik,LES FILMS D'ANTOINE
PUPPY LOVE,Fiction,2012,LEHERICEY Delphine,LIAISON CINEMATOGRAPHIQUE
A TRAVERS LA FORET,Fiction,2005,CIVEYRAC Jean-Paul,LFP
FARO LA REINE DES EAUX,Fiction,2005,TRAORE Salif,PAV COMMUNICATION
SILENT HILL,Fiction,2005,GANS Christophe,DAVIS PRODUCTION SH
TRANSE,Fiction,2005,VILLAVERDE Teresa,GEMINI FILMS
2 automnes 3 hivers,Fiction,2013,BETBEDER Sebastien,ENVIE DE TEMPETE PRODUCTION
Goal of the Dead premiere mi-temps,Fiction,2013,ROCHER Benjamin,CAPTURE THE FLAG FILMS
Queen and country,Fiction,2013,BOORMAN John,LE PACTE
OPERATION 118 318 SEVICES CLIENTS,Fiction,2009,BAILLARGEON Julien,118 PRODUCTIONS
SEVERN LA VOIX DE NOS ENFANTS,Documentaire,2009,JAUD Jean-Paul,J+B SEQUENCES
CONG BINH  LA LONGUE NUIT INDOCHINOISE,Documentaire,2010,LE Lam,ADR PRODUCTIONS
EN VILLE,Fiction,2010,MREJEN Valerie,AURORA FILMS
BLACK,Fiction,2007,LAFFARGUE Pierre,CHIC FILMS SAS
Z 32,Documentaire,2007,MOGRABI Avi,LES FILMS D'ICI
Beaux-parents,Fiction,2018,CABELLO REYES Hector,KABO FILMS
Demain je traverse,Fiction,2018,FARSI Sepideh,CINe SUD PROMOTION
Femme-enfant,Fiction,2018,HAMZAWI Amro,ECCE FILMS
Liberte,Fiction,2018,SERRA Albert,IDeALE AUDIENCE
Nos batailles,Fiction,2018,SENEZ Guillaume,LFP - LES PRODUCTIONS PELLeAS
Perdrix,Fiction,2018,LE DUC Erwan,DOMINO FILMS
Poivre et sel,Fiction,2018,BRACQ Fabrice,LES FILMS MANUEL MUNZ ET SND
Territoria,Fiction,2018,MARTIROSYAN Nora,SISTER PRODUCTIONS
Becassine,Fiction,2017,PODALYDES Bruno,WHY NOT PRODUCTIONS
Deux fils,Fiction,2017,MOATI Felix,NORD-OUEST FILMS
Girls with balls,Fiction,2017,AFONSO Olivier,NOODLES PRODUCTION ET C QUATRE PRODUCTIONS
Ma Reum,Fiction,2017,QUIRING Frederic,LES FILMS DU 24
Mes freres,Fiction,2017,GUERRY Bertrand,MITIKI
Ou es-tu Joao Gilberto ?,Docu,2017,GACHOT Georges,IDeALE AUDIENCE
Plaire baiser et courir vite,Fiction,2017,HONORE Christophe,LFP - LES FILMS PELLeAS
Carbone,Fiction,2016,MARCHAL Olivier,LES FILMS MANUEL MUNZ
Dieudamne,Fiction,2016,KRAMSKI Kris,SERCA SOCIETE D'ETUDES ET DE REALISATION CHIMIQUE ET ARTISTIQUE
H4-93,Fiction,2016,AYACHE-VIDAL Olivier,L'ATELIER DE PRODUCTION
Il a deja tes yeux,Fiction,2016,JEAN BAPTISTE Lucien,NOLITA CINEMA
Land,Fiction,2016,JALALI Babak,THE CUP OF TEA
Moon hotel Kaboul,Fiction,2016,DAMIAN Anca,CINEMA DEFACTO
The House that Jack built,Fiction,2016,VON TRIER Lars,SLOT MACHINE
ALLEZ YALLAH !,Documentaire,2006,THORN Jean-Pierre,CARGO FILMS
SI LE VENT SOULEVE LES SABLES,Fiction,2006,HANSEL Marion,ASAP FILMS
TERESA DE AVILA,Fiction,2006,LORIGA Ray,ARTEDIS
Antocha,Fiction,2014,FERET Rene,FILMS ALYNE
Pourquoi m'as-tu abandonne ?,Fiction,2014,MORAG Hadar,EZ FILMS
Tete baissee,Fiction,2014,KALEV Kamen,LE PACTE
Zouzou,Fiction,2014,LENOIR Blandine,LOCAL FILMS
Amoureux solitaires,Fiction,2015,VERHEYDE Sylvie,LES FILMS DU VEYRIER
Manuel de liberation,Docu,2015,KUSNETSOV Alexander,PETIT A PETIT PRODUCTION
Rosenn,Fiction,2015,LE MOINE Yvan,ARTISAN FILMS
Walden,Fiction,2015,HORACKOVA Bojena,SEDNA FILMS
Adorables,Fiction,2018,CICUREL Solange,OTHER ANGLE PICTURES
Chambord le cycle eternel,Docu,2018,CHARBONNIER Laurent,MC4
Jusqu'ici tout va bien,Fiction,2018,HAMIDI Mohamed,ADNP ET KISSFILMS
On l'appelait Roda,Docu,2018,SILVERA Charlotte,LIBERTe FILMS
Regarde-moi,Fiction,2018,BELKADHI Nejib,MILLE ET UNE PRODUCTIONS
Strahinja,Fiction,2018,ARSENIJEVIC Stefan,SURPRISE ALLEY
Sur le plancher des vaches,Fiction,2018,TEMPO Fabrice,SCOTTO PRODUCTIONS
Un vrai bonhomme,Fiction,2018,PARENT Benjamin,DELANTE PRODUCTIONS
Weldi,Fiction,2018,BEN ATTIA Mohamed,TANIT FILMS
Gun city,Fiction,2017,DE LA TORRE Daniel,FD PRODUCTION ET NOODLES PRODUCTION
High life,Fiction,2017,DENIS Claire,ALCATRAZ FILMS
Madagascar 1947 passe sous silence,Docu,2017,PAES Marie-Clemence,LATeRIT PRODUCTIONS
Mauvaises herbes,Fiction,2017,TABIB-GHAFARI Kheiron Manoocher,PAIVA FILMS
Music from the films of Abel Ferrera,Docu,2017,FERRARA Abel,BATHYSPHeRE PRODUCTIONS
Sans adieu,Docu,2017,AGOU Christophe,LES ENRAGeS
Tel Aviv on fire,Fiction,2017,ZOABI Sameh,TS PRODUCTIONS
A la rencontre de mon pere,Docu,2016,DIAGO Alassane,LES FILMS HATARI
A la sueur de ton front,Docu,2016,GRAS Emmanuel,BATHYSPHERE PRODUCTIONS
Bonne Pomme,Fiction,2016,QUENTIN Florence,THELMA FILMS
Croc Blanc,Anim,2016,ESPIGARES Alexandre,SUPERPROD
Dans les pas de Trisha Brown,Docu,2016,REBOIS Marie-Helene,KALEO FILMS
Dilili a Paris,Anim,2016,OCELOT Michel,NORD-OUEST FILMS
Tous les reves du monde,Fiction,2016,FERREIRA BARBOSA Laurence,ALFAMA FILMS PRODUCTION
Vaurien,Fiction,2016,SENOUSSI Mehdi,K2 PRODUCTIONS
BENA,Fiction,2008,KLAINER Niv,EZ FILMS
IGOR,Animation,2008,LEONDIS Anthony,EXODUS PRODUCTIONS
MAGIQUE,Fiction,2008,MUYL Philippe,PAN-EUROPEENNE
MANIQUERVILLE LE TEMPS RETROUVe,Documentaire,2008,CRETON Pierre,CAPRICCI FILMS
SOEUR SOURIRE,Fiction,2008,CONINX Stinj,PARADIS FILMS
NORDESTE,Fiction,2004,SOLANAS Juan,ONYX FILMS
VENDUES,Fiction,2004,JEAN Jean-Claude,SARL KEY LIGHT
DRIFT AWAY,Fiction,2009,SICARD Daniel,MILLE ET UNE PRODUCTIONS
HH HITLER A HOLLYWOOD,Fiction,2009,SOJCHER Frederic,POLARIS FILM PRODUCTION & FINANCE
UN HOMME QUI CRIE,Fiction,2009,HAROUN Mahamat-Saleh,PILI FILMS
UNE AFFAIRE DE NEGRES,Documentaire,2009,LEWAT Osvalde,AUDIOVISUEL MULTIMEDIA INTERNATIONAL PRODUCTION
BAD DAY LUCY,Fiction,2005,SERRA Koldo,DIVINE PRODUCTIONS
JARDINS EN AUTOMNE,Fiction,2005,IOSSELIANI Otar,PIERRE GRISE PRODUCTIONS
J'IRAI CRACHER SUR VOS TONGS,Fiction,2005,TOESCA Michel,ELLABEL PRODUCTIONS ALAIN B BELLON
TABOUS,Documentaire,2005,FARAHANI Mitra,LES FILMS DU REQUIN
THE PASSENGER,Fiction,2005,ROTGER Francois,LES FILMS A UN DOLLAR
AIDE-TOI ET LE CIEL T'AIDERA,Fiction,2007,DUPEYRON Francois,ARP
QUATRE NUITS AVEC ANNA,Fiction,2007,SKOLIMOWSKI Jerzy,ALFAMA FILMS PRODUCTION
Aga,Fiction,2013,SALEEM Hiner,AGAT FILMS ET CIE
Alleluia,Fiction,2013,DU WELZ Fabrice,RADAR FILMS
Bogota,Fiction,2013,LOLLI Franco,GEKO FILMS
Brides,Fiction,2013,KAJRISHVILI Tinatin,AD ASTRA FILMS
Mademoiselle C,Docu,2013,CONSTANT Fabien,BLACK DYNAMITE FILMS
Hypnodream,Fiction,2014,BOUGEROL Sophie,"""ULUDANU"""
Libres !,Docu,2014,JAUD Jean-Paul,J+B SEQUENCES
Outcast,Fiction,2014,POWELL Nick,VINGT DEUX HEURES VINGT DEUX
De la ou tu es tu peux m'entendre,Fiction,2015,MARTIN Jean-Philippe,OFFSHORE
Hors cadre,Fiction,2015,SENEZ Guillaume,OFFSHORE
Jours de France,Fiction,2015,REYBAUD Jerome,CHAZ PRODUCTIONS
BLIND WATCHING,Fiction,2011,JAKIMOWSKI Andrzej,KMBO PRODUCTION
UN MeDIANOCHE,Fiction,2011,PREUSS Shalimar,ECCE FILMS
INCH'ALLAH,Fiction,2012,BARBEAU-LAVALETTE Anais,ID UNLIMITED
INVADER,Fiction,2012,CALPARSORO Daniel,MANDARIN CINEMA
KABALE,Fiction,2012,NAJMAN Charles,SEDNA FILMS
LEONES,Fiction,2012,LOPEZ Maria Jazmin,PETIT FILM
VOYAGE EN GUEDIGUIAN,Documentaire,2012,SASIA Bernard,AGAT FILMS ET CIE
HIDEAWAYS,Fiction,2010,MERLET Agnes,FIDELITE FILMS
MEME LA PLUIE,Fiction,2010,BOLLAIN Iciar,MANDARIN CINEMA
A L'EST DE MOI,Fiction,2006,HORACKOVA Bojena,LE PREMIER POISSON
DANS LA VILLE DE SYLVIA,Fiction,2006,GUERIN Jose Luis,SOCIETE CHATEAU ROUGE PRODUCTION
J'AI TOUJOURS ReVe D'eTRE UN GANGSTER,Fiction,2006,BENCHETRIT Samuel,FIDELITE FILMS
ON NE DEVRAIT PAS EXISTER,Fiction,2006,GUSTAVE Herve P.,HERVE PIERRE-GUSTAVE PRODUCTION-REALISATION
THE BROKEN,Fiction,2006,ELLIS Sean,GAUMONT
TOUT EST PARDONNe,Fiction,2006,HANSEN-LOVE Mia,LFP
Bourachka,Fiction,2018,TAYAA Walid,MAT PRODUCTIONS
Edmond,Fiction,2018,MICHALIK Alexis,LeGENDE FILMS ET GAUMONT
El Arbol de la sangre,Fiction,2018,MEDEM Julio,NOODLES PRODUCTION
Histoire d'Orly,Fiction,2018,TENE K Francis,PATOU FILMS INTERNATIONAL
J'ai perdu mon corps,Anim,2018,CLAPIN Jeremy,XILAM ANIMATION
Je voudrais que quelqu'un m'attende quelque part,Fiction,2018,VIARD Arnaud,EASY TIGER
Kombissiri,Docu,2018,LETZGUS Rene,STAR PRODUCTION
Mon chien stupide,Fiction,2018,ATTAL Yvan,SAME PLAYER ET MONTAUK FILMS
Samsam,Anim,2018,DE KERMEL Tanguy,FOLIVARI
Una storia senza nome,Fiction,2018,ANDO Roberto,AGAT FILMS & CIE
