A woman at war,Fiction,2017,ERLINGSSON Benedikt,SLOT MACHINE
Jeux dangereux,Fiction,2017,SEIDL Ulrich,SOCIeTe PARISIENNE DE PRODUCTION
Mister Freeze,Fiction,2017,GAVRAS Romain,ICONOCLAST FILMS ET CHI-FOU-MI PRODUCTIONS
Roulez jeunesse,Fiction,2017,GUETTA Julien,SRAB FILMS ET RECTANGLE PRODUCTIONS
Todos lo saben,Fiction,2017,FARHADI Asghar,MEMENTO FILMS PRODUCTION
Un peuple et son roi,Fiction,2017,SCHOELLER Pierre,ARCHIPEL 35
Vert desert,Docu,2017,DROUET Francois-Xavier,L'ATELIER DOCUMENTAIRE
Wajib,Fiction,2017,JACIR Annemarie,JBA PRODUCTION
120 battements par minute,Fiction,2016,CAMPILLO Robin,LES FILMS DE PIERRE
Felicite,Fiction,2016,GOMIS Alain,ANDOLFI
Jour J,Fiction,2016,KHERICI Reem,MANDARIN PRODUCTION
Night Fare,Fiction,2016,SERI Julien,DAIGORO FILMS
Passeurs,Docu,2016,VARELA Pamela,ANANDA PRODUCTIONS
Petit vampire,Anim,2016,SFAR Joann,AUTOCHENILLE PRODUCTION
Un jour ca ira,Docu,2016,ZAMBEAUX Stanislas,MAGNETO PROD
Zin'naariya!,Fiction,2016,KEITA Rahmatou,REMORA FILMS
Cosmic Candy,Fiction,2016,DRAGASAKI Rinio,EX NIHILO
Refuge,Fiction,2016,RIKLIS Eran,MACT PRODUCTIONS
Thelma,Fiction,2016,TRIER Joachim,LE PACTE
MUR,Documentaire,2003,BITTON Simone,CINE SUD PROMOTION
NOUVELLE FRANCE,Fiction,2003,BEAUDIN Jean,DAVIS FILMS
A PERDRE LA RAISON,Fiction,2011,LAFOSSE Joachim,LES FILMS DU WORSO
ELLE NE PLEURE PAS ELLE CHANTE,Fiction,2011,DE PIERPONT Philippe,PERSPECTIVE FILMS
MORTEM,Fiction,2011,ATLAN Eric,RAINBOW MELODIES
NESMA,Fiction,2011,BEHI Homeida,MILLE ET UNE PRODUCTIONS
ICI NAJAC A VOUS LA TERRE,Documentaire,2007,MEUNIER Jean-Henri,LITTLE BEAR PRODUCTIONS
JE VOUDRAIS AIMER PERSONNE,Documentaire,2007,DUMORA Marie,QUARK PRODUCTIONS
SOIS SAGE,Fiction,2007,GARCIAS Juliette,SLOT MACHINE
TERANGA BLUES,Fiction,2007,SENE ABSA Moussa,LES PRODUCTIONS DE LA LANTERNE
MA COMPAGNE DE NUIT,Fiction,2009,BROCARD Isabelle,MILLE ET UNE PRODUCTIONS
NOS RESISTANCES,Fiction,2009,COGITORE Romain,CINEMA DEFACTO
IL MARE BUIO,Fiction,2005,TORRE Roberta,BABE FILMS
VERS MATHILDE,Documentaire,2005,DENIS Claire,WHY NOT PRODUCTIONS
BLEU PETROLE,Documentaire,2012,TREBAL Nadege,MAIA CINEMA
PIFANO LES FAUBOURGS DE L'OMBRE,Fiction,2012,DE PERETTI Thierry,FERRIS & BROCKMAN
MON TRESOR,Fiction,2004,YEDAYA Keren,BIZIBI
Fievre,Fiction,2014,GRANDRIEUX Philippe,MANDRAKE FILMS
A quatre mains,Fiction,2015,IZRAYLIT Eugene,MARGO CINEMA
Soy negro,Fiction,2015,PITTS Rafi,SENORITA FILMS
Une vie violente,Fiction,2015,DE PERETTI Thierry,LES FILMS VELVET
Voyage a travers le cinema francais,Docu,2015,TAVERNIER Bertrand,LITTLE BEAR PRODUCTIONS
BALADA TRISTE,Fiction,2010,DE LA IGLESIA Alex,LA FABRIQUE 2
ILLEGAL,Fiction,2010,MASSET DEPASSE Olivier,DHARAMSALA
INSIDE,Fiction,2010,DAVY Jean-Francois,OPENING PRODUCTION
MIRAL,Fiction,2010,SCHNABEL Julian,PATHE PRODUCTION
MUMU,Fiction,2010,SERIA Joel,BERFILMS FRANCE
Comme le vent,Fiction,2013,PUCCIONI Marco S.,LES FILMS DU PRESENT
Sangaile,Fiction,2013,KAVAITE Alante,LES FILMS D'ANTOINE
Une histoire birmane,Docu,2013,MAZARS Alain,CDP
Benedetta,Fiction,2018,VERHOEVEN Paul,SBS PRODUCTIONS
Celle que vous croyez,Fiction,2018,NEBBOU Safy,DIAPHANA FILMS
E-book,Fiction,2018,ASSAYAS Olivier,CHARLES GILLIBERT CG CINeMA
Il rumore del sol,Fiction,2018,LOCATELLI Mirko,AGAT FILMS & CIE
Jeanne,Fiction,2018,DUMONT Bruno,3B PRODUCTIONS
Mon bebe,Fiction,2018,AZUELOS Lisa,LOVE IN IN THE AIR ET PATHe FILMS
Oh les filles !,Docu,2018,ARMANET Francois,INCOGNITA FILMS
Papicha,Fiction,2018,MEDDOUR Mounia,HIGH SEA PRODUCTION
Red snake,Fiction,2018,FOUREST Caroline,PLACE DU MARCHe PRODUCTIONS ET KADOR
Toute ressemblance,Fiction,2018,DENISOT Michel,LES FILMS DU 24
Gabriel et la montagne,Fiction,2017,BARBOSA Fellipe,DAMNED FILMS - PRODUCTIONS ET DISTRIBUTION
Mon garcon,Fiction,2017,CARION Christian,NORD-OUEST FILMS
Remise de peine,Fiction,2017,SALVADORI Pierre,LFP - LES FILMS PELLeAS
Synonymes,Fiction,2017,LAPID Nadav,SBS FILMS
Exotica Erotica Etc.,Docu,2016,KRANIOTI Evangelia,AURORA FILMS
Peshmerga,Docu,2016,LEVY Bernard-Henri,MARGO CINEMA
Sparring,Fiction,2016,JOUY Samuel,UNITE DE PRODUCTION
MARIA,Fiction,2005,CALIN NETZER Peter,CINE MANUFACTURE
NOS AMIS LES TERRIENS,Fiction,2005,WERBER Bernard,LES FILMS 13
OLIVA OLIVA,Documentaire,2005,HOFFMANN Peter,ZEUGMA FILMS
QUI DE NOUS DEUX ?,Fiction,2005,BELMONT Charles,ORSANS PRODUCTIONS
WWW WHAT A WONDERFUL WORD,Fiction,2005,BENSAIDI Faouzi,GLORIA FILMS PRODUCTION
BARRAGE,Fiction,2004,JACOULOT Raphael,TESSALIT PRODUCTIONS
IBeRIA,Documentaire,2004,SAURA Carlos,WILD BUNCH
LETTRE D'AMOUR ZOULOU,Fiction,2003,SULEMAN Ramadan,JBA PRODUCTION
A MOI SEULE,Fiction,2011,VIDEAU Frederic,LES FILMS HATARI
AGNUS DEI,Documentaire,2011,SANCHEZ Alejandra,LA FEMME ENDORMIE
CETTE ANNeE-LA,Fiction,2011,MALLE Justine,TUPELO FILMS
SOMEWHERE IN BETWEEN,Fiction,2011,USTAOGLU Yesim,CDP
CREDIT POUR TOUS,Fiction,2010,MOCKY Jean-Pierre,MOCKY DELICIOUS PRODUCTS
PINA,Documentaire,2010,WENDERS Wim,EUROWIDE FILM PRODUCTION
UN HOMME D'HONNEUR,Fiction,2010,CODSI Jean-Claude,MACT PRODUCTIONS
FLEURS DU MAL,Fiction,2012,DUSA David,SCIAPODE
INITIATION,Fiction,2012,GIRERD Stephanie,31 JUIN FILMS
Deux au carre,Fiction,2014,DAJOUX Philippe,LES ENFANTS TERRIBLES
Ma sacree jeunesse,Fiction,2014,BLACKMAN Carly,PLAN 2
Mustang,Fiction,2014,GAMZE ERGUVEN Deniz,CHARLES GILLIBERT CG CINEMA
GOODBYE BAFANA,Fiction,2006,AUGUST Bille,ARSAM INTERNATIONAL
IL SOLE NERO,Fiction,2006,ZANUSSI Krzystof,LES FILMS DU 24
LISA ET LE PILOTE D'AVION,Fiction,2006,BARASSAT Philippe,ABRACADABRA
Casa nostra,Fiction,2013,NICHOLOVITCH Nathan,CASANOSTRA PRODUCTION
Max et Lenny,Fiction,2013,NICOLAS Fred,CHAZ PRODUCTIONS
Victoria,Fiction,2013,CIVEYRAC Jean-Paul,LFP
ANGELE ET TONY,Fiction,2009,DELAPORTE Alix,LIONCEAU FILMS
MENSCH,Fiction,2009,SUISSA Steve,ARP
NANNERL LA SOEUR DE MOZART,Fiction,2009,FERET Rene,FILMS ALYNE
Ma vie avec James Dean,Fiction,2015,CHOISY Dominique,LA VOIE LACTEE
Parole de kamikaze,Docu,2015,SAWADA Masa,COMME DES CINEMAS
Vincent et la fin du monde,Fiction,2015,VAN ROMPAEY Christophe,LES FILMS DE LA CROISADE
MON FReRE EST FILS UNIQUE,Fiction,2006,LUCHETTI Daniele,BABE FILMS
LANDES,Fiction,2012,VIVES Francois-Xavier,SESAME FILMS
PASSER L'HIVER,Fiction,2012,BARBET Aurelia,ABELINA FILMS PRODUCTIONS
SONG OF THE SEA,Animation,2012,MOORE Tomm,SUPERPROD
TIP TOP,Fiction,2012,BOZON Serge,LFP
Kommunisten,Fiction,2014,STRAUB Jean-Marie,ANDOLFI
MADE IN JAMAICA,Documentaire,2007,LAPERROUSAZ Jerome,HEROLD & FAMILY
MOI MICHEL G MILLIARDAIRE MAITRE DU MONDE,Fiction,2010,KAZANDJIAN Stephane,DELANTE FILMS
TELEPHONE ARABE,Fiction,2010,ZOABI Sameh,MEROE FILMS
BEUR BLANC ROUGE,Fiction,2003,ZEMMOURI Makmoud,FENNEC PRODUCTIONS
MONDOVINO,Documentaire,2004,NOSSITER Jonathan,LES FILMS DE LA CROISADE
QUAND LES ANGES S'EN MELENT,Fiction,2004,AMSALEM Crystel,KER PRODUCTIONS
REAL'MOVIE,Fiction,2004,ROBELIN Stephane,SOPHIE DULAC PRODUCTIONS
A bas bruit,Fiction,2013,ABITBOL Judith,BICEPHALE PRODUCTION
Left foot right foot,Fiction,2013,ROAUX Germinal,UNLIMITED
Apres l'ombre,Docu,2018,MERCURIO Stephane,ISKRA
Climax,Fiction,2018,NOE Gaspard,RECTANGLE PRODUCTIONS ET WILD BUNCH
Nous finirons ensemble,Fiction,2018,CANET Guillaume,TReSOR FILMS
Gueule d'ange,Fiction,2017,FILHO Vanessa,WINDY PRODUCTION ET MOANA FILMS
Memoires du cachot,Fiction,2017,BRECHNER Alvaro,MANNY FILMS
Un homme presse,Fiction,2017,MIMRAN Herve,ALBERTINE PRODUCTIONS
A Gentle Creature,Fiction,2016,LOZNITSA Serguei,SLOT MACHINE
Belinda,Docu,2016,DUMORA Marie,GLORIA FILMS PRODUCTION
Funan,Anim,2016,DO Denis,LES FILMS D'ICI
Monsieur et Madame Adelman,Fiction,2016,BEDOS Nicolas,LES FILMS DU KIOSQUE
Personal Shopper,Fiction,2016,ASSAYAS Olivier,CHARLES GILLIBERT CG CINEMA
Un ete en Provence,Fiction,2016,LARA Christian,SKYPROD
Vent du nord,Fiction,2016,MATTAR Walid,BARNEY PRODUCTION
Voleur d'histoire,Fiction,2016,ANDREI Frederic,17 23 PRODUCTIONS
L'Ultima spiaggia,Docu,2016,ANASTOPOULOS Thanos,ARIZONA PRODUCTIONS
Zoologie,Fiction,2016,TVERDOVSKIY Ivan I.,ARIZONA PRODUCTIONS
ARCHIPELITUDE,Documentaire,2011,VIRET Patrick,LES FILMS DU VIADUC
CHERCHEZ HORTENSE,Fiction,2011,BONITZER Pascal,SBS PRODUCTIONS
GEBO ET L'OMBRE,Fiction,2011,DE OLIVEIRA Manoel,MACT PRODUCTIONS
TReS BIEN MERCI,Fiction,2005,CUAU Emmanuelle,GEMINI FILMS
ALGERIE HISTOIRES A NE PAS DIRE,Documentaire,2008,LLEDO Jean-Pierre,MILLE ET UNE PRODUCTIONS
MORCEAUX DE CONVERSATIONS AVEC JEAN-LUC GODARD,Documentaire,2008,FLEISCHER Alain,LES FILMS D'ICI
D'une pierre deux coups,Fiction,2015,DELIBA Fejria,CINE SUD PROMOTION
Pris de court,Fiction,2015,CUAU Emmanuelle,CHRISTMAS IN JULY
Spartacus & Cassandra,Docu,2015,NUGUET Ioanis,MORGANE PRODUCTION
CLARA,Fiction,2007,SANDERS-BRAHMS Helma,MACT PRODUCTIONS
D'ARUSHA A ARUSHA,Documentaire,2007,GARGOT Christophe,ATOPIC
PIEDS NUS SUR LES LIMACES,Fiction,2009,BERTHAUD Fabienne,LE BUREAU FILMS
SINGULARITES D'UNE JEUNE FILLE BLONDE,Fiction,2009,DE OLIVEIRA Manoel,LES FILMS DE L'APRES MIDI
BIENVENUE A BATAVILLE,Documentaire,2005,CAILLAT Francois,UNLIMITED
CHERCHE FIANCE TOUS FRAIS PAYES,Fiction,2005,ISSERMAN Aline,ARP
CROISIERE,Fiction,2005,CAGNARD Natacha,ADRET FILMS
IL A SUFFI QUE MAMAN S'EN AILLE,Fiction,2005,FERET Rene,FILMS ALYNE
MOI LA FINANCE ET LE DEVELOPPEMENT DURABLE,Documentaire,2008,LEMAIRE-DARNAUD Jocelyne,JOCELINEASTE
BAB AZIZ,Fiction,2003,KHEMIR Nacer,LES FILMS DU REQUIN
Comment j'ai rencontre ma mere,Docu,2018,PETIT Guillaume,TIPASA PRODUCTION
Jumbo,Fiction,2018,WITTOCK Zoe,INSOLENCE PRODUCTIONS
Lands of loneliness,Fiction,2018,COLELL Meritxell,PARAISO PRODUCTION-DIFFUSION
Negative Numbers,Fiction,2018,BERIA Uta,WIDE
Premier de la classe,Fiction,2018,BEN LAHCENE Stephane,LES FILMS DU 24
Systeme K,Docu,2018,BARRET Renaud,LES FILMS EN VRAC ET LA BELLE KINOISE
Tanguy 2,Fiction,2018,CHATILIEZ Etienne,NAC FILMS
Terminal Sud,Fiction,2018,AMEUR-ZAIMECHE Rabah,SARRAZINK PRODUCTION
The sonata,Fiction,2018,DESMOND Andrew,THE PROJECT FILM CLUB
Vers la bataille,Fiction,2018,VEMHES-LERMUSIAUX Aurelien,NOODLES PRODUCTION
Yalda,Fiction,2018,BAKHSHI Massoud,JBA PRODUCTION
#Eurotrip,Fiction,2017,ALESSANDRIN Carmen,JS PRODUCTIONS ET LOVE IS IN THE AIR
Chien,Fiction,2017,BENCHETRIT Samuel,SINGLE MAN PRODUCTIONS
Cold skin,Fiction,2017,GENS Xavier,KANZAMAN FRANCE
Meme pas froid,Fiction,2017,OTZENBERGER Elise,RECTANGLE PRODUCTIONS
Nul homme n'est une ile,Docu,2017,MARCHAIS Dominique,ZADIG FILMS
Paradise beach,Fiction,2017,DURRINGER Xavier,VITO FILMS ET NAIA PRODUCTIONS
Tremblements,Fiction,2017,BUSTAMANTE Jayro,TU VAS VOIR
Volontaire,Fiction,2017,FILLIERES Helene,ALBERTINE PRODUCTIONS ET GAUMONT
Apres la guerre,Fiction,2016,ZAMBRANO Annarita,SENSITO FILMS
Dernieres nouvelles du cosmos,Docu,2016,BERTUCCELLI Julie,LES FILMS DU POISSON
Nino Nadie,Fiction,2016,GUZZONI Fernando,JBA PRODUCTION
Raid dingue,Fiction,2016,BOON Dany,PATHE PRODUCTION
Khibula,Fiction,2016,OVASHVILI George,ARIZONA PRODUCTIONS
Souvenir,Fiction,2016,DEFURNE Bavo,AVENUE B PRODUCTIONS
Crash test Aglae,Fiction,2015,GRAVEL Eric,NOVOPROD
Une revolution,Fiction,2015,MANIVEL Damien,FILM2FEEL PRODUCTION
BLACKTHORN,Fiction,2011,GIL Mateo,NOODLES PRODUCTION
DeTROIT MES FANToMES,Documentaire,2011,FAIGENBAUM Steve,TS PRODUCTIONS
HORS SATAN,Fiction,2010,DUMONT Bruno,3B
TU SERAS MON FILS,Fiction,2010,LEGRAND Gilles,EPITHETE FILMS
IGUANAS,Fiction,2012,CRISAN Marian,SLOT MACHINE
Marie-therese,Fiction,2014,PELLE Frederic,BIANCA FILMS
Moonwalk,Fiction,2014,BARDOU-JACQUET Antoine,PARTIZAN FILMS
LEcON DE CHOSES,Fiction,2006,ARCHIBUGI Francesca,BABE FILMS
A la recherche de Rohmer,Fiction,2013,CHAO Wang,REBOOT FILMS SARL
Cesta ven,Fiction,2013,VACLAV Petr,CINEMA DEFACTO
Donbass,Fiction,2018,LOZNITSA Sergei,JBA PRODUCTION
France,Docu,2018,SIMON LUANGKHOT Kiye,SHELLAC SUD
Gomera,Fiction,2018,PORUMBOIU Corneliu,LES FILMS DU WORSO
Lola et ses freres,Fiction,2018,ROUVE Jean-Paul,NOLITA CINeMA ET LES FILMS DU MONSIEUR
Made in China,Fiction,2018,ABRAHAM Julien,MONTAUK FILMS ET RIPLEY FILMS
Alien crystal palace,Fiction,2017,DOMBASLE Arielle,MEZZANINE FILMS ET SAME PLAYER
Au bout des doigts,Fiction,2017,BERNARD Ludovic,ReCIFILMS
Comme des rois,Fiction,2017,MOLIA Xabi,MOTEUR S'IL VOUS PLAiT PRODUCTION ET FIN AOÛT PRODUCTIONS
Quien te cantara,Fiction,2017,VERMUT Carlos,LES FILMS DU WORSO
Richard va en enfer,Fiction,2017,TORRE Roberta,ROSEBUD ENTERTAINMENT PICTURES
Submergence,Fiction,2017,WENDERS Wim,BACKUP STUDIO
Ady Gasy,Docu,2016,LOVA Nantenaina,LATERIT PRODUCTIONS
Bienvenue au Gondwana,Fiction,2016,MUSTAPHA Mohamed,MANDARIN PRODUCTION
Comment j'ai rencontre mon pere,Fiction,2016,MOTTE Maxime,VENDOME PRODUCTION
Just divorced,Fiction,2016,GOVARE Maxime,LES IMPRODUCTIBLES
Karim,Fiction,2016,UZAN Dan,STEWBALL FILMS
Rock'n roll,Fiction,2016,CANET Guillaume,LES PRODUCTIONS DU TRESOR
LA CAMARA OSCURA,Fiction,2008,MENIS Maria Victoria,SOPHIE DULAC PRODUCTIONS
POURSUITE,Fiction,2008,DEAK Marina,31 JUIN FILMS
BOARDING GATE,Fiction,2006,ASSAYAS Olivier,MARGO FILMS
HANNIBAL LECTER LES ORIGINES DU MAL,Fiction,2006,WEBBER Peter,CARTHAGO FILMS
JE PENSE A VOUS,Fiction,2006,BONITZER Pascal,REZO PRODUCTIONS
COMME TON PERE,Fiction,2007,CARMEL Marco,MERCREDI FILMS
DEUX VIES PLUS UNE,Fiction,2007,CEBULA Idit,LES FILMS DU KIOSQUE
NO BODY IS PERFECT,Documentaire,2007,SIBILLA Raphael,AVALANCHE PRODUCTIONS
SURVIVRE AVEC LES LOUPS,Fiction,2007,BELMONT Vera,STEPHAN FILMS
DES VENTS CONTRAIRES,Fiction,2011,LESPERT Jalil,WY PRODUCTIONS
PIAZZA FONTANA,Fiction,2011,TULLIO GIORDANA Marco,BABE FILMS
JE SUIS UN NO MAN'S LAND,Fiction,2009,JOUSSE Thierry,LES FILMS HATARI
TU N'AIMERAS POINT,Fiction,2009,TABAKMAN Haim,TOTALLY PROD
CONGORAMA,Fiction,2005,FALARDEAU Philippe,TARANTULA FRANCE
MEDIEVAL PIE : TERRITOIRES VIERGES,Fiction,2005,LELAND David,CARTHAGO FILMS
ODESSA? ODESSA !,Documentaire,2003,BOGANIM Michale,MOBY DICK FILMS
Corniche Kennedy,Fiction,2015,CABRERA Dominique,EVERYBODY ON DECK
Va toto !,Fiction,2015,CRETON Pierre,ANDOLFI
THEOREME ZERO,Fiction,2012,GILLIAM Terry,LE PACTE
VANITA,Fiction,2012,DIRITTI Giorgio,GROUPE DEUX
Accident,Fiction,2014,TONDOWSKI Dan,SUPERBE FILMS
Ana arabia,Fiction,2014,GITAI Amos,AGAV FILMS SARL
Entre 10 et 12,Fiction,2014,HOOGENDOORN Peter,UNLIMITED
Mama,Fiction,2014,MEDEM Julio,MARE NOSTRUM PRODUCTIONS
Red Rose,Fiction,2013,FARSI Sepideh,CINE SUD PROMOTION
Tempete sous un crane,Docu,2013,BOUFFARTIGUE Clara,POINT DU JOUR
Tokyo fiancee,Fiction,2013,LIBERSKI Stefan,LES FILMS DU WORSO
Yema,Fiction,2013,SAHRAOUI Djamila,NEON PRODUCTIONS
UNE VIE TRANQUILLE,Fiction,2010,CUPELLINI Claudio,BABE FILMS
JE NE SUIS PAS LA POUR ETRE AIME,Fiction,2004,BRIZE Stephane,TS PRODUCTIONS
VINGT NUITS ET UN JOUR DE PLUIE,Fiction,2004,LAM-LE,L'AUTRE RIVAGE
Comme un seul homme,Docu,2018,BELLION Eric,LES FILMS DU CAP
Enorme,Fiction,2018,LETOURNEUR Sophie,VITO FILMS ET AVENUE B PRODUCTIONS
Gogo,Docu,2018,PLISSON Pascal,LADYBIRDS CINeMA
Maguy Marin l'urgence d'agir,Docu,2018,MAMBOUCH David,NAIA PRODUCTIONS
Remember me,Fiction,2018,ROSETE Martin,F COMME FILM
Sol,Fiction,2018,MARQUES NAKACHE Jezabel,ILIADE ET FILMS ET STUDIOCANAL
Yao,Fiction,2018,GODEAU Philippe,PAN EUROPeENNE
Caravan,Fiction,2017,SCHIPPER Sebastian,KAZAK PRODUCTIONS
In the fade,Fiction,2017,AKIN Fatih,MACASSAR PRODUCTIONS
Je vais mieux,Fiction,2017,AMERIS Jean-Pierre,EUROPACORP
Mademoiselle de Joncquieres,Fiction,2017,MOURET Emmanuel,MOBY DICK FILMS
Marche ou creve,Fiction,2017,BONHOMME Margaux,AVENUE B PRODUCTIONS
Pearl,Fiction,2017,AMIEL Elsa,UNITe DE PRODUCTION
Slam,Fiction,2017,SEN GUPTA Partho,DOLCE VITA FILMS
The load,Fiction,2017,GLAVONIC Ognjen,CINeMA DEFACTO
Yemma,Docu,2017,BOUKHITINE Lyece,COMIC STRIP PRODUCTION
Corporate,Fiction,2016,SILHOL Nicolas,KAZAK PRODUCTIONS
Madame,Fiction,2016,STHERS Amanda,LGM CINEMA
Napalm,Docu,2016,LANZMANN Claude,MARGO CINEMA
Prendre le large,Fiction,2016,MOREL Gael,TS PRODUCTIONS
Yasmina fait des bails,Fiction,2016,DESROSIERES Antoine,LES FILMS DE L'AUTRE COUGAR
Affreux et mechants,Fiction,2016,GOMEZ Casimo,MILLE ET UNE PRODUCTIONS
Jacques Mayol - l'homme dauphin,Docu,2016,CHARITOS Lefteris,LES FILMS DU BALIBARI
EXeS,Fiction,2005,COGNITO Martin,FRELON PRODUCTIONS
JANEM JANEM,Fiction,2005,BOUZAGLO Haim,MAZEL PRODUCTIONS
KOMMA,Fiction,2005,DOYEN Martine,OF2B PRODUCTIONS
GARDIEN DE BUFFLES,Fiction,2003,NGUYEN-VO Nghiem-Minh,3B
DOUCHES FROIDES,Fiction,2004,CORDIER Antony,WHY NOT PRODUCTIONS
FALLING INTO PARADISE,Fiction,2004,RADOVIC Milos,MACT PRODUCTIONS
UN AN,Fiction,2004,BOULANGER Laurent,NOODLES PRODUCTION
MAITRE DU MONDE,Fiction,2011,GIORDANO Enrico,MOB PRODUCTIONS
MON FReRE ROBERT,Fiction,2011,GRONING Philip,L FILMS
ReVE ET SILENCE,Fiction,2011,ROSALES Jaime,LES PRODUCTIONS BALTHAZAR
CARMEL,Fiction,2009,GITAI Amos,AGAV FILMS SARL
JE VOUS AIME TRES BEAUCOUP,Fiction,2009,LOCQUET Philippe,MAZEL PRODUCTIONS
MOURIR COMME UN HOMME,Fiction,2009,RODRIGUES Joao Pedro,AD VITAM PRODUCTION
PELLEAS ET MELISANDE LE CHANT DES AVEUGLES,Documentaire,2009,BEZIAT Philippe,LFP
PLUIE DU DIABLE,Documentaire,2009,COSSON Philippe,ZAGARIANKA PRODUCTIONS
Ainsi squattent-ils,Docu,2013,MAFFRE Marie,KIEN PRODUCTIONS
Coeur d'un pere,Fiction,2013,MARTINEZ Philippe,B-TWEEN
Delivrez-moi du mal,Fiction,2013,PIERRE-VICTOR Gary,PAN-EUROPEENNE
Lazar,Fiction,2013,RISTOVSKI Svetozar,ARIZONA PRODUCTIONS
Sud eau nord deplacer,Docu,2013,BOUTET Antoine,LES FILMS DU PRESENT
OUTREAU L'AUTRE VERITE,Documentaire,2012,GARDEBLED Serge,LIGNE DE FRONT
REALITE,Fiction,2012,DUPIEUX Quentin,REALITISM FILMS SARL
VINYAN,Fiction,2007,DU WELZ Fabrice,THE FILM
ACTRICES,Fiction,2006,BRUNI TEDESCHI Valeria,FIDELITE FILMS
BELLE TOUJOURS,Fiction,2006,DE OLIVEIRA Manoel,LES FILMS D'ICI
Lamb,Fiction,2014,ZELEKE Yared,GLORIA FILMS PRODUCTION
EYES OF WAR,Fiction,2008,TANOVIC Danis,ASAP FILMS
POUR UN FILS,Fiction,2008,DE MAISTRE Alix,ONE WORLD FILMS
3000 nuits,Fiction,2015,MASRI  Mai,LES FILMS D'ICI
Dormez petites merveilles il fera jour demain,Docu,2015,SCHILLACI Rossella,DE FILMS EN AIGUILLE
A nos peres,Fiction,2018,DONG Fangchen,KOI FILMS
Breathe,Docu,2018,HASKELL Stephane,FLAIR PRODUCTION
Debout sur la montagne,Fiction,2018,BETBEDER Sebastien,GLORIA FILMS ET LES FILMS DU PRINTEMPS
Play,Fiction,2018,MARCIANO Anthony,CHAPTER II ET MONNSHAKER II
Poissonsexe,Fiction,2018,BABINET Olivier,COMME DES CINeMAS
Sibyl,Fiction,2018,TRIET Justine,LFP - LES FILMS PELLeAS
Silvio et les autres,Fiction,2018,SORRENTINO Paolo,PATHe FILMS
Viaje alrededor del cuarto de una madre,Fiction,2018,RICO Celia,NOODLES PRODUCTION
Bergman : Testament d'un genie,Docu,2017,VON TROTTA Margarethe,MONDEX ET CIE
Des bobines et des hommes,Docu,2017,POUCH Charlotte,ROUGE INTERNATIONAL
La surface de reparation,Fiction,2017,REGIN Christophe,LES FILMS DE PIERRE
Nanouk,Fiction,2017,LAZAROV Milko,ARIZONA PRODUCTIONS
Gaspard va au mariage,Fiction,2016,CORDIER Antony,AGAT FILMS ET CIE
K.O.,Fiction,2016,GOBERT Fabrice,2 4 7 FILMS
Ladies,Fiction,2016,DAVAL Anne-Gaelle,NOLITA CINEMA
Maryline,Fiction,2016,GALLIENNE Guillaume,LGM
Merci patron !,Docu,2016,RUFFIN Francois,MILLE ET UNE PRODUCTIONS
Numero une,Fiction,2016,MARSHALL Tonie,TABO-TABO FILMS
Mobiles Homes,Fiction,2016,DE FONTENAY Vladimir,MADELEINE FILMS
COMME UNE ETOILE DANS LA NUIT,Fiction,2007,FERET Rene,FILMS ALYNE
VeRITeS,Fiction,2006,NESHER Avi,TU VAS VOIR
57000 KM ENTRE NOUS,Fiction,2008,KREUTER Delphine,LE PREMIER POISSON
DISPARUES,Documentaire,2003,MAZARS Alain,NEW DEAL FILMS
DEAD MAN TALKING,Fiction,2012,RIDREMONT Patrick,SUPERPROD
MES SEANCES DE LUTTE,Fiction,2012,DOILLON Jacques,DOILLON ET COMPAGNIE
SUR LE CHEMIN DE L'ECOLE,Documentaire,2012,PLISSON Pascal,WINDS
UNE AUTRE VIE,Fiction,2012,MOURET Emmanuel,MOBY DICK FILMS
Y'A PIRE AILLEURS,Documentaire,2012,MEUNIER Jean-Henri,TO BE CONTINUED
EL MUERTO,Fiction,2011,REBOLLO Javier,NOODLES PRODUCTION
PAYS ReVe,Documentaire,2011,CHOUAIB Jihane,IMAGE SON KINESCOPE ET REALISATIONS AUDIOVISUELLES
CRAZY HORSE,Documentaire,2009,WISEMAN Frederick,IDEALE AUDIENCE
PAULINE ET FRANCOIS,Fiction,2009,FELY Renaud,AETERNAM FILMS
TEMOIN INDESIRABLE,Documentaire,2009,LOZANO Juan Jose,DOLCE VITA FILMS
CROSSDRESSER,Documentaire,2010,POUPAUD Chantal,LES FILMS DU REQUIN
EVA,Fiction,2010,MAILLO Kike,RAN ENTERTAINMENT
MIKE,Fiction,2010,BLUMERS Lars,CASSIDY
SUR LA PLANCHE,Fiction,2010,KILANI Leila,AURORA FILMS
Brick mansions,Fiction,2013,DELAMARRE Camille,EUROPACORP
On est vivants,Docu,2013,CASTILLO Carmen,LES FILMS D'ICI
Patria obscura,Docu,2013,RAGOT Stephane,LES FILMS DU JEUDI
Altamira,Fiction,2015,HUDSON Hugh,MARE NOSTRUM PRODUCTIONS
Jeunesse,Fiction,2015,SAMANI Julien,ALFAMA FILMS PRODUCTION
Mauvais ?il,Fiction,2015,TEYSSIER Laurent,TITA PRODUCTIONS
The Other Side,Docu,2015,MINERVINI Roberto,AGAT FILMS ET CIE
Paris of the North,Fiction,2014,GUNNAR SIGURDSSON Hafsteinn,ARIZONA PRODUCTIONS
