ALLOCINE,http://www.allocine.fr/
PREMIERE,http://www.premiere.fr/
TELERAMA,https://www.telerama.fr/cinema
L EXPRESS,https://www.lexpress.fr/culture/cinema/
LE FILM FRANCAIS,http://www.lefilmfrancais.com/
CRTIKAT,https://www.critikat.com/
SENS CRITIQUE,https://www.senscritique.com/
IMDB,https://www.imdb.com/
