346,30,VERGEZE,FRANCE,,30310,346
347,66,CERBERE,FRANCE,,66290,347
348,37,Beaulieu les Loches,FRANCE,,37600,348
349,92,SURESNES,FRANCE,,92150,349
350,66,Rivesaltes,FRANCE,,66600,350
351,13, PORT ST LOUIS DU RHONE,FRANCE,,13230,351
352,44, NANTES,FRANCE,,44200,352
353,68,KINGERSHEIM,FRANCE,,68260,353
354,93, PANTIN,FRANCE,,93500,354
355,13,Carry le Rouet,FRANCE,,13620,355
356,37,Rouziers de Touraine,FRANCE,,37360,356
357,94,VITRY SUR SEINE,FRANCE,,94400,357
358,11,NARBONNE,FRANCE,,11100,358
359,26,ST Paul Trois Chateaux,FRANCE,,26130,359
360,25,PIERREFONTAINE LES VARANS,FRANCE,,25510,360
361,80,CHAULNES,FRANCE,,80320,361
362,86,LOUDUN,FRANCE,,86200,362
363,20,BONIFACIO,FRANCE,,20169,363
364,36,ISSOUDUN,FRANCE,,36100,364
365,36, CHATEAUROUX,FRANCE,,36000,365
366,58, NEVERS,FRANCE,,58000,366
367,35,La Selle en Cogles,FRANCE,,35460,367
368,41, VENDOME,FRANCE,,41100,368
369,59, ROUBAIX,FRANCE,,59100,369
370,56, LORIENT,FRANCE,,56100,370
371,85,LA BRUFFIERE,FRANCE,,85530,371
372,38,VILLARD DE LANS,FRANCE,,38250,372
373,93, MONTREUIL,FRANCE,,93100,373
