1,337
1,492
1,174
1,92
1,493
1,91
1,34
2,158
2,27
2,156
2,253
2,402
3,26
3,173
3,230
3,311
3,233
4,19
4,20
4,80
5,86
5,20
5,19
5,142
5,194
5,193
5,143
6,138
6,137
6,66
6,63
6,64
7,1
7,2
7,3
7,4
7,5
7,6
8,41
8,108
8,109
8,234
8,155
8,111
